Index,Raw_Data,Mean_Java,Triangular_Java,Gaussian_Java
0,64.0,64.66666666666667,64.5,64.4259030070323
1,65.0,64.25,64.5,64.62646802282393
2,65.0,64.2,64.33333333333333,64.40261994689425
3,63.0,66.2,65.11111111111111,64.44095692515505
4,64.0,67.2,66.77777777777777,66.57923286987659
5,74.0,71.6,71.11111111111111,70.69015858105402
6,70.0,77.0,76.22222222222223,75.89106976576291
7,87.0,77.4,80.11111111111111,81.72856593726688
8,90.0,79.8,81.33333333333333,82.09883533672128
9,66.0,84.2,81.0,79.30582722197546
10,86.0,87.8,85.44444444444444,83.8344209565965
11,92.0,86.0,89.44444444444444,91.69332806568583
12,105.0,86.4,90.55555555555556,92.91318401110036
13,81.0,83.0,83.33333333333333,83.63172607748592
14,68.0,77.8,75.0,73.32592274728276
15,69.0,70.2,69.22222222222223,68.56808147748349
16,66.0,69.4,68.33333333333333,67.68515826715829
17,67.0,74.0,71.88888888888889,70.61451787631981
18,77.0,76.2,77.0,77.54089589161579
19,91.0,77.4,80.66666666666667,82.5519530142845
20,80.0,81.2,81.0,80.89607007965863
21,72.0,84.2,81.22222222222223,79.4974882215072
22,86.0,86.6,85.44444444444444,84.6457647940202
23,92.0,90.2,91.55555555555556,92.45816512632116
24,103.0,94.2,96.33333333333333,97.56709536055826
25,98.0,99.2,98.55555555555556,98.13721944984427
26,92.0,101.8,100.22222222222223,99.41276197927225
27,111.0,102.8,103.66666666666667,104.02314749712487
28,105.0,104.6,105.77777777777777,106.59843654798301
29,108.0,109.8,108.55555555555556,107.73154753113242
30,107.0,111.2,110.66666666666667,110.42081426498557
31,118.0,106.0,110.11111111111111,112.64383969503191
32,118.0,102.2,104.88888888888889,106.29660027988815
33,79.0,96.4,94.11111111111111,93.03643577104486
34,89.0,89.4,86.88888888888889,85.12501156257387
35,78.0,84.8,83.55555555555556,82.8880177939453
36,83.0,90.2,87.77777777777777,86.28958124596228
37,95.0,97.2,96.11111111111111,95.40966287259248
38,106.0,104.6,106.0,106.94656781032762
39,124.0,110.8,113.66666666666667,115.2815050684766
40,115.0,112.8,114.66666666666667,115.91832572958263
41,114.0,114.2,113.22222222222223,112.5367874249209
42,105.0,110.2,109.77777777777777,109.64182097500174
43,113.0,105.2,106.77777777777777,107.64982612585288
44,104.0,99.4,100.88888888888889,101.79819696809027
45,90.0,101.6,97.44444444444444,94.8677576209616
46,85.0,101.2,98.0,96.24323911685032
47,116.0,97.0,101.44444444444444,103.99391929945466
48,111.0,99.2,101.88888888888889,103.42177649013847
49,83.0,101.0,98.11111111111111,96.630763852333
50,101.0,98.0,96.55555555555556,95.43985329541559
51,94.0,97.4,97.44444444444444,97.58228484169419
52,101.0,98.2,99.44444444444444,100.23715841630498
53,108.0,97.4,99.0,99.80014531016839
54,87.0,99.0,97.11111111111111,96.15041345403988
55,97.0,99.2,97.66666666666667,96.65081224277812
56,102.0,98.4,99.44444444444444,100.07064039083848
57,102.0,106.2,104.55555555555556,103.52368769044968
58,104.0,110.2,109.66666666666667,109.48340237011074
59,126.0,112.2,114.88888888888889,116.35918838501331
60,117.0,114.0,115.77777777777777,116.94152036156972
61,112.0,119.2,116.44444444444444,114.7204432736015
62,111.0,116.8,116.44444444444444,116.37442500101145
63,130.0,117.6,119.22222222222223,119.98175854704647
64,114.0,115.8,117.55555555555556,118.85378928237935
65,121.0,113.4,114.0,114.18661355077379
66,103.0,107.0,106.77777777777777,106.74575089534312
67,99.0,107.0,103.77777777777777,101.74868535434648
68,98.0,105.0,103.77777777777777,103.13221913594853
69,114.0,104.4,106.55555555555556,107.78000264999889
70,111.0,106.6,107.66666666666667,108.28354768027913
71,100.0,109.4,107.55555555555556,106.5449339803586
72,110.0,106.4,107.11111111111111,107.50150241847768
73,112.0,102.4,105.0,106.53885327981327
74,99.0,98.4,99.22222222222223,99.78509723361903
75,91.0,92.0,91.22222222222223,90.70330545038743
76,80.0,86.0,84.33333333333333,83.3420744535716
77,78.0,82.6,81.22222222222223,80.39151568936332
78,82.0,82.4,81.77777777777777,81.3501267392849
79,82.0,82.6,83.22222222222223,83.68116731327764
80,90.0,83.8,84.66666666666667,85.08573560225003
81,81.0,83.0,83.44444444444444,83.8214387349395
82,84.0,82.6,82.22222222222223,81.91116529107018
83,78.0,80.6,80.33333333333333,80.22605415877408
84,80.0,82.0,80.88888888888889,80.16546153058925
85,80.0,83.4,82.77777777777777,82.44400889697265
86,88.0,85.8,86.22222222222223,86.45206118268595
87,91.0,86.8,88.22222222222223,89.09688699464314
88,90.0,86.4,87.55555555555556,88.26035304829205
89,85.0,86.8,85.77777777777777,85.11097284603959
90,78.0,86.4,84.77777777777777,83.89306524270322
91,90.0,87.8,87.33333333333333,86.93435992305724
92,89.0,94.2,92.88888888888889,92.12411971537303
93,97.0,102.0,101.11111111111111,100.63876900318415
94,117.0,103.8,107.44444444444444,109.60949367065174
95,117.0,102.0,106.66666666666667,109.49852082461214
96,99.0,96.6,97.55555555555556,98.15642312795067
97,80.0,87.0,84.88888888888889,83.61451787631981
98,70.0,76.8,74.77777777777777,73.56002919177018
99,69.0,69.8,69.22222222222223,68.83852942329139
100,66.0,67.2,66.77777777777777,66.51664476475143
101,64.0,66.8,66.11111111111111,65.71140487096295
102,67.0,66.2,66.33333333333333,66.40261994689425
103,68.0,67.4,67.33333333333333,67.26739597399029
104,66.0,69.2,68.66666666666667,68.38952021242301
105,72.0,69.2,69.88888888888889,70.28859512903703
106,73.0,69.6,70.33333333333333,70.74570376048092
107,67.0,75.0,72.44444444444444,70.88696129906803
108,70.0,78.0,76.66666666666667,75.97380053105752
109,93.0,83.8,84.66666666666667,84.9918534445623
110,87.0,87.6,89.66666666666667,91.14743186017432
111,102.0,87.8,90.66666666666667,92.25021101591403
112,86.0,83.6,84.77777777777777,85.53584844285787
113,71.0,79.4,77.44444444444444,76.32392727034245
114,72.0,72.6,71.55555555555556,70.83547745147379
115,66.0,68.0,68.0,68.06258810512514
116,68.0,67.0,66.66666666666667,66.39956797507666
