date_time,Raw_Data,Savgol_Python
2017-03-14 14:36:00,64,64.8888888888889
2017-03-14 14:46:00,65,63.843434343434375
2017-03-14 14:56:00,65,63.58802308802313
2017-03-14 15:06:00,63,64.3549783549784
2017-03-14 15:16:00,64,66.37662337662329
2017-03-14 15:26:00,74,73.03463203463194
2017-03-14 15:36:00,70,75.60606060606051
2017-03-14 15:46:00,87,78.25974025974017
2017-03-14 15:56:00,90,79.7878787878787
2017-03-14 16:06:00,66,84.73593073593064
2017-03-14 16:16:00,86,89.45887445887436
2017-03-14 16:26:00,92,88.35930735930725
2017-03-14 16:36:00,105,87.25974025974014
2017-03-14 16:46:00,81,85.43290043290034
2017-03-14 16:56:00,68,76.12121212121203
2017-03-14 17:06:00,69,68.32900432900423
2017-03-14 17:16:00,66,66.73593073593065
2017-03-14 17:26:00,67,72.61471861471853
2017-03-14 17:36:00,77,75.79653679653671
2017-03-14 17:46:00,91,77.98701298701289
2017-03-14 17:56:00,80,80.32900432900422
2017-03-14 18:06:00,72,83.9999999999999
2017-03-14 18:16:00,86,87.29004329004319
2017-03-14 18:26:00,92,88.44155844155833
2017-03-14 18:36:00,103,95.04761904761894
2017-03-14 18:46:00,98,100.09956709956697
2017-03-14 18:56:00,92,102.04761904761892
2017-03-14 19:06:00,111,102.8181818181817
2017-03-14 19:16:00,105,104.61038961038949
2017-03-14 19:26:00,108,112.4415584415583
2017-03-14 19:36:00,107,112.87012987012973
2017-03-14 19:46:00,118,108.88311688311674
2017-03-14 19:56:00,118,103.46320346320334
2017-03-14 20:06:00,79,94.71861471861462
2017-03-14 20:16:00,89,86.9134199134198
2017-03-14 20:26:00,78,81.08225108225099
2017-03-14 20:36:00,83,85.68398268398258
2017-03-14 20:46:00,95,97.36796536796525
2017-03-14 20:56:00,106,105.69696969696957
2017-03-14 21:06:00,124,112.64935064935051
2017-03-14 21:16:00,115,116.2380952380951
2017-03-14 21:26:00,114,116.46753246753232
2017-03-14 21:36:00,105,112.46320346320333
2017-03-14 21:46:00,113,102.46320346320334
2017-03-14 21:56:00,104,99.48917748917737
2017-03-14 22:06:00,90,101.01298701298688
2017-03-14 22:16:00,85,99.3160173160172
2017-03-14 22:26:00,116,98.25974025974014
2017-03-14 22:36:00,111,98.78787878787867
2017-03-14 22:46:00,83,99.48484848484837
2017-03-14 22:56:00,101,100.90476190476178
2017-03-14 23:06:00,94,96.112554112554
2017-03-14 23:16:00,101,96.30303030303018
2017-03-14 23:26:00,108,99.26406926406915
2017-03-14 23:36:00,87,97.65800865800853
2017-03-14 23:46:00,97,96.83549783549772
2017-03-14 23:56:00,102,99.18181818181804
2017-03-15 00:06:00,102,104.2207792207791
2017-03-15 00:16:00,104,111.50216450216436
2017-03-15 00:26:00,126,112.24675324675312
2017-03-15 00:36:00,117,116.24242424242411
2017-03-15 00:46:00,112,118.06493506493491
2017-03-15 00:56:00,111,120.07359307359292
2017-03-15 01:06:00,130,118.01731601731588
2017-03-15 01:16:00,114,117.16450216450203
2017-03-15 01:26:00,121,112.41558441558428
2017-03-15 01:36:00,103,108.13419913419901
2017-03-15 01:46:00,99,104.67532467532455
2017-03-15 01:56:00,98,103.98268398268385
2017-03-15 02:06:00,114,103.29870129870118
2017-03-15 02:16:00,111,107.91774891774878
2017-03-15 02:26:00,100,110.02597402597388
2017-03-15 02:36:00,110,109.35064935064922
2017-03-15 02:46:00,112,103.8311688311687
2017-03-15 02:56:00,99,98.06060606060593
2017-03-15 03:06:00,91,92.25541125541113
2017-03-15 03:16:00,80,84.07359307359297
2017-03-15 03:26:00,78,80.9090909090908
2017-03-15 03:36:00,82,80.83549783549773
2017-03-15 03:46:00,82,82.57142857142847
2017-03-15 03:56:00,90,84.02597402597391
2017-03-15 04:06:00,81,83.83116883116872
2017-03-15 04:16:00,84,81.68831168831159
2017-03-15 04:26:00,78,80.5021645021644
2017-03-15 04:36:00,80,80.46753246753238
2017-03-15 04:46:00,80,83.6926406926406
2017-03-15 04:56:00,88,86.3030303030302
2017-03-15 05:06:00,91,87.01298701298691
2017-03-15 05:16:00,90,87.09523809523799
2017-03-15 05:26:00,85,86.17748917748906
2017-03-15 05:36:00,78,83.80952380952371
2017-03-15 05:46:00,90,86.38961038961028
2017-03-15 05:56:00,89,94.4285714285713
2017-03-15 06:06:00,97,103.60606060606048
2017-03-15 06:16:00,117,108.49783549783537
2017-03-15 06:26:00,117,105.44155844155831
2017-03-15 06:36:00,99,98.87878787878776
2017-03-15 06:46:00,80,87.79653679653669
2017-03-15 06:56:00,70,74.80952380952371
2017-03-15 07:06:00,69,66.96969696969688
2017-03-15 07:16:00,66,65.04761904761897
2017-03-15 07:26:00,64,64.99134199134191
2017-03-15 07:36:00,67,65.80086580086572
2017-03-15 07:46:00,68,67.48051948051939
2017-03-15 07:56:00,66,68.79653679653671
2017-03-15 08:06:00,72,67.70562770562762
2017-03-15 08:16:00,73,69.85714285714278
