Index,Raw_Data,Savgol_Java
0,64.0,64.68398268398269
1,65.0,63.731601731601735
2,65.0,64.28571428571429
3,63.0,64.01731601731603
4,64.0,66.37662337662336
5,74.0,73.03463203463204
6,70.0,75.6060606060606
7,87.0,78.25974025974025
8,90.0,79.7878787878788
9,66.0,84.73593073593074
10,86.0,89.45887445887445
11,92.0,88.35930735930735
12,105.0,87.25974025974027
13,81.0,85.43290043290042
14,68.0,76.12121212121211
15,69.0,68.32900432900433
16,66.0,66.73593073593072
17,67.0,72.61471861471861
18,77.0,75.7965367965368
19,91.0,77.98701298701297
20,80.0,80.32900432900433
21,72.0,84.0
22,86.0,87.29004329004329
23,92.0,88.44155844155844
24,103.0,95.04761904761905
25,98.0,100.0995670995671
26,92.0,102.04761904761904
27,111.0,102.81818181818181
28,105.0,104.61038961038962
29,108.0,112.44155844155843
30,107.0,112.87012987012987
31,118.0,108.88311688311688
32,118.0,103.46320346320347
33,79.0,94.71861471861472
34,89.0,86.9134199134199
35,78.0,81.08225108225108
36,83.0,85.68398268398269
37,95.0,97.36796536796535
38,106.0,105.6969696969697
39,124.0,112.64935064935064
40,115.0,116.23809523809523
41,114.0,116.46753246753246
42,105.0,112.46320346320346
43,113.0,102.46320346320347
44,104.0,99.48917748917748
45,90.0,101.01298701298703
46,85.0,99.31601731601732
47,116.0,98.25974025974027
48,111.0,98.7878787878788
49,83.0,99.48484848484848
50,101.0,100.90476190476191
51,94.0,96.1125541125541
52,101.0,96.3030303030303
53,108.0,99.26406926406926
54,87.0,97.65800865800867
55,97.0,96.83549783549783
56,102.0,99.18181818181819
57,102.0,104.22077922077924
58,104.0,111.50216450216449
59,126.0,112.24675324675323
60,117.0,116.24242424242425
61,112.0,118.06493506493507
62,111.0,120.07359307359306
63,130.0,118.01731601731603
64,114.0,117.16450216450218
65,121.0,112.41558441558439
66,103.0,108.13419913419914
67,99.0,104.67532467532467
68,98.0,103.982683982684
69,114.0,103.2987012987013
70,111.0,107.91774891774891
71,100.0,110.02597402597402
72,110.0,109.35064935064936
73,112.0,103.83116883116882
74,99.0,98.06060606060609
75,91.0,92.25541125541126
76,80.0,84.07359307359307
77,78.0,80.90909090909092
78,82.0,80.83549783549783
79,82.0,82.57142857142858
80,90.0,84.02597402597404
81,81.0,83.83116883116881
82,84.0,81.68831168831167
83,78.0,80.50216450216449
84,80.0,80.46753246753248
85,80.0,83.69264069264068
86,88.0,86.30303030303031
87,91.0,87.01298701298701
88,90.0,87.09523809523809
89,85.0,86.17748917748916
90,78.0,83.80952380952381
91,90.0,86.38961038961038
92,89.0,94.42857142857143
93,97.0,103.60606060606061
94,117.0,108.49783549783551
95,117.0,105.44155844155844
96,99.0,98.87878787878788
97,80.0,87.7965367965368
98,70.0,74.8095238095238
99,69.0,66.96969696969697
100,66.0,65.04761904761905
101,64.0,64.99134199134198
102,67.0,65.8008658008658
103,68.0,67.48051948051948
104,66.0,68.7965367965368
105,72.0,67.70562770562772
106,73.0,69.85714285714286
107,67.0,72.21645021645021
108,70.0,79.02164502164501
109,93.0,85.62337662337663
110,87.0,89.32467532467533
111,102.0,90.69696969696969
112,86.0,86.34199134199133
113,71.0,78.64502164502163
114,72.0,72.5064935064935
115,66.0,66.14718614718615
116,68.0,65.58008658008657
117,63.0,65.6103896103896
118,66.0,64.46320346320347
119,66.0,64.93939393939394
120,63.0,64.25108225108227
121,64.0,62.688311688311686
