formatted_log_date,scene_name,推荐vt,推荐人均vt
2025-12-28,FM-精选推荐,0,0
2025-12-28,大盘,1942.3,33.487931
2025-12-28,视频推荐,1683.633333,29.028161
2025-12-28,FM-金刚位,0,0
2025-12-28,FM-一键起播,258.666667,15.215686
2025-12-29,FM-精选推荐,31.8,4.542857
2025-12-29,视频推荐,1914.666667,18.771242
2025-12-29,大盘,2289.25,21.196759
2025-12-29,FM-一键起播,340.283333,10.311616
2025-12-29,FM-金刚位,2.5,2.5
2025-12-30,大盘,3203.283333,32.032833
2025-12-30,FM-一键起播,271.083333,5.532313
2025-12-30,视频推荐,2931.433333,30.857193
2025-12-30,FM-精选推荐,0.166667,0.083333
2025-12-30,FM-金刚位,0.6,0.3
2025-12-31,FM-精选推荐,36.15,18.075
2025-12-31,FM-金刚位,0.25,0.25
2025-12-31,视频推荐,2597.666667,25.719472
2025-12-31,FM-一键起播,234.766667,5.589683
2025-12-31,大盘,2868.833333,26.080303
2026-01-01,FM-金刚位,0,0
2026-01-01,视频推荐,3148.566667,31.803704
2026-01-01,大盘,3355.533333,33.555333
2026-01-01,FM-一键起播,206.883333,9.403788
2026-01-01,FM-精选推荐,0.083333,0.083333
2026-01-02,FM-一键起播,347.383333,12.406548
2026-01-02,大盘,3611.566667,30.096389
2026-01-02,FM-金刚位,17.083333,17.083333
2026-01-02,FM-精选推荐,125.816667,31.454167
2026-01-02,视频推荐,3121.283333,26.677635
2026-01-03,FM-金刚位,0.366667,0.366667
2026-01-03,FM-精选推荐,70.966667,14.193333
2026-01-03,视频推荐,2585.866667,29.722605
2026-01-03,大盘,2793.116667,29.714007
2026-01-03,FM-一键起播,135.916667,5.90942
2026-01-04,大盘,2717.633333,24.483183
2026-01-04,视频推荐,2384.75,22.930288
2026-01-04,FM-一键起播,248.05,7.295588
2026-01-04,FM-金刚位,58.85,8.407143
2026-01-04,FM-精选推荐,25.983333,8.661111
2026-01-05,FM-金刚位,6.866667,3.433333
2026-01-05,FM-精选推荐,1.966667,0.983333
2026-01-05,FM-一键起播,283.25,8.092857
2026-01-05,视频推荐,2251.116667,19.574928
2026-01-05,大盘,2543.2,19.563077
2026-01-06,视频推荐,3137.783333,22.903528
2026-01-06,大盘,3402.183333,23.144104
2026-01-06,FM-金刚位,69.2,23.066667
2026-01-06,FM-一键起播,161.033333,5.75119
2026-01-06,FM-精选推荐,34.166667,6.833333
2026-01-07,FM-金刚位,6.666667,2.222222
2026-01-07,FM-精选推荐,18.766667,4.691667
2026-01-07,大盘,3721.75,24.167208
2026-01-07,FM-一键起播,665.066667,15.834921
2026-01-07,视频推荐,3031.25,21.346831
2026-01-08,FM-一键起播,400.1,14.289286
2026-01-08,FM-精选推荐,2.966667,1.483333
2026-01-08,视频推荐,2704.383333,22.167077
2026-01-08,FM-金刚位,8.516667,1.419444
2026-01-08,大盘,3115.966667,24.34349
2026-01-09,FM-精选推荐,389.816667,12.574731
2026-01-09,视频推荐,4898.233333,20.157339
2026-01-09,FM-一键起播,1616.616667,14.564114
2026-01-09,大盘,7150.333333,22.414838
2026-01-09,FM-金刚位,245.666667,15.354167
2026-01-10,视频推荐,9154.816667,17.915492
2026-01-10,大盘,12925.933333,19.734249
2026-01-10,FM-金刚位,350.666667,8.766667
2026-01-10,FM-一键起播,2860.3,12.826457
2026-01-10,FM-2.0,0,0
2026-01-10,FM-精选推荐,560.15,10.373148
2026-01-11,FM-金刚位,544.466667,16.013725
2026-01-11,视频推荐,9920.783333,16.534639
2026-01-11,FM-精选推荐,359.016667,8.349225
2026-01-11,FM-一键起播,3046.4,15.385859
2026-01-11,大盘,13870.666667,19.399534
2026-01-12,视频推荐,9801.1,18.776054
2026-01-12,FM-一键起播,5359.283333,22.708828
2026-01-12,大盘,16975.933333,24.531696
2026-01-12,FM-精选推荐,361.45,11.295313
2026-01-12,FM-金刚位,1454.1,27.963462
2026-01-13,FM-一键起播,5486.55,21.183591
2026-01-13,大盘,19283.916667,24.471975
2026-01-13,FM-金刚位,876.1,18.640426
2026-01-13,FM-精选推荐,842.283333,15.040774
2026-01-13,视频推荐,12078.983333,19.672611
2026-01-14,视频推荐,14942.2,21.624023
2026-01-14,FM-一键起播,5852.75,21.757435
2026-01-14,FM-金刚位,684.15,13.962245
2026-01-14,大盘,22374.766667,25.541971
2026-01-14,FM-精选推荐,895.666667,12.615023
2026-01-15,FM-一键起播,6990.083333,25.98544
2026-01-15,FM-金刚位,1495.866667,23.743915
2026-01-15,FM-精选推荐,889.033333,11.112917
2026-01-15,视频推荐,15058.75,20.185992
2026-01-15,大盘,24433.733333,25.77398
2026-01-16,视频推荐,18205.183333,24.904492
2026-01-16,FM-金刚位,1423.783333,26.366358
2026-01-16,FM-精选推荐,1024.516667,17.364689
2026-01-16,FM-一键起播,6107.016667,29.360657
2026-01-16,大盘,26760.5,30.513683
2026-01-17,FM-金刚位,1641,44.351351
2026-01-17,大盘,22329.633333,29.303981
2026-01-17,FM-精选推荐,1057.95,21.590816
2026-01-17,FM-一键起播,4484.633333,26.694246
2026-01-17,视频推荐,15146.05,23.12374
2026-01-18,FM-金刚位,1104.6,39.45
2026-01-18,大盘,17241.416667,24.98756
2026-01-18,FM-一键起播,2871.516667,19.803563
2026-01-18,FM-精选推荐,320.016667,10.000521
2026-01-18,视频推荐,12945.283333,21.539573
2026-01-19,视频推荐,14253.416667,25.049941
2026-01-19,FM-精选推荐,604.55,13.434444
2026-01-19,FM-一键起播,5695.166667,35.373706
2026-01-19,大盘,21091.733333,30.479383
2026-01-19,FM-金刚位,538.6,18.572414
2026-01-20,FM-金刚位,688.766667,17.660684
2026-01-20,视频推荐,13178,22.918261
2026-01-20,大盘,20132.866667,29.178068
2026-01-20,FM-精选推荐,823.316667,19.602778
2026-01-20,FM-2.0,0,0
2026-01-20,FM-一键起播,5442.783333,31.461175
2026-01-21,FM-一键起播,6144.233333,25.600972
2026-01-21,FM-金刚位,596.583333,16.571759
2026-01-21,视频推荐,19397.35,23.230359
2026-01-21,FM-精选推荐,1041.8,16.278125
2026-01-21,大盘,27179.966667,27.73466
2026-01-22,FM-金刚位,647.116667,17.48964
2026-01-22,FM-精选推荐,965.316667,17.237798
2026-01-22,大盘,28819,28.561943
2026-01-22,视频推荐,22278.766667,25.666782
2026-01-22,FM-一键起播,4927.8,22.604587
