"Transaction Date","Tax Type","Transaction Type","Refund Type","Product id","Sku Id","Buyer Country","Service Fee %"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_1000_purchase_discount","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_1000_purchase_discount","US","30"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","GR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","GR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","SV",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","SV","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","BE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","BE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","MX",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","MX","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","DE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","DE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","GB",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","GB","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","AU",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","AU","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","AU",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","AU","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","GB",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","GB","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_500_purchase_discount","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_500_purchase_discount","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","ES",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","ES","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_2000_purchase_discount","TW",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_2000_purchase_discount","TW","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","PH",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","PH","15"
"Jan 1, 2025",,"Charge refund","Partial","com.cam001.selfie361","1_year_sub","IL",
"Jan 1, 2025",,"Google fee refund","Partial","com.cam001.selfie361","1_year_sub","IL","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","DE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","DE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","CA",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","CA","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week_1","ID",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week_1","ID","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","TW",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","TW","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","MX",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","MX","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","yearly_pro_normal","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","yearly_pro_normal","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","NL",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","NL","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","GB",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","GB","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","KR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","KR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","AE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","AE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","HR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","HR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_year_70off","CR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_year_70off","CR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","ES",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","ES","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","KR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","KR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IL",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IL","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_500_purchase","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_500_purchase","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","PE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","PE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_1000_purchase","BR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_1000_purchase","BR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","HK",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","HK","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","SK",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","SK","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_500_purchase","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_500_purchase","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","FR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","FR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","CA",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","CA","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_10000_purchase","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_10000_purchase","US","30"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_10000_purchase","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_10000_purchase","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","MX",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","MX","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","HU",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","HU","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_5000_purchase","DE",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_5000_purchase","DE","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","ID",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","ID","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","RO",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","RO","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","yearly_pro_normal","SG",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","yearly_pro_normal","SG","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","yearly_pro_normal","CA",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","yearly_pro_normal","CA","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","TH",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","TH","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week_1","MY",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week_1","MY","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_2000_purchase","JP",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_2000_purchase","JP","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_500_purchase","KR",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_500_purchase","KR","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","credits_500_purchase","RO",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","credits_500_purchase","RO","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","US",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","US","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","IN",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","IN","15"
"Jan 1, 2025",,"Charge",,"com.cam001.selfie361","vip_1_week","MD",
"Jan 1, 2025",,"Google fee",,"com.cam001.selfie361","vip_1_week","MD","15"
