formatted_log_date,scene_name,推荐vt,推荐人均vt
2025-12-28,FM-精选推荐,711461.283333,18.693641
2025-12-28,FM-2.0,15.333333,3.833333
2025-12-28,大盘,4283195.733333,20.404526
2025-12-28,视频推荐,1912757.533333,26.449625
2025-12-28,FM-金刚位,340746.05,20.936777
2025-12-28,FM-一键起播,1318215.533333,7.665871
2025-12-29,大盘,4087965.166667,21.846874
2025-12-29,视频推荐,1481667.916667,24.492403
2025-12-29,FM-一键起播,1713576.083333,11.366327
2025-12-29,FM-精选推荐,560381.583333,19.361558
2025-12-29,FM-金刚位,332339.583333,22.412974
2025-12-30,视频推荐,1559154.7,24.81703
2025-12-30,FM-2.0,0,0
2025-12-30,大盘,4150391.333333,22.138726
2025-12-30,FM-精选推荐,563703.916667,18.961415
2025-12-30,FM-一键起播,1686625.666667,11.359891
2025-12-30,FM-金刚位,340907.05,22.734715
2025-12-31,FM-一键起播,2193411.15,10.644992
2025-12-31,大盘,5937149.166667,23.798669
2025-12-31,视频推荐,2383734.55,27.503572
2025-12-31,FM-金刚位,487995.3,25.220699
2025-12-31,FM-2.0,159.816667,79.908333
2025-12-31,FM-精选推荐,871848.35,20.733118
2026-01-01,1.x-为你推荐,0,0
2026-01-01,视频推荐,2327349.783333,28.473987
2026-01-01,FM-金刚位,401844.35,21.681469
2026-01-01,FM-2.0,0,0
2026-01-01,FM-一键起播,1472049.5,7.313151
2026-01-01,FM-精选推荐,862223.683333,19.968126
2026-01-01,大盘,5063467.316667,21.367636
2026-01-02,FM-一键起播,1396551.183333,7.653719
2026-01-02,FM-2.0,0.016667,0.016667
2026-01-02,视频推荐,2151966.55,28.195149
2026-01-02,FM-金刚位,363911.633333,21.577921
2026-01-02,大盘,4688260.6,21.397812
2026-01-02,FM-精选推荐,775831.216667,19.83665
2026-01-03,FM-2.0,0,0
2026-01-03,FM-精选推荐,755472.683333,20.079542
2026-01-03,视频推荐,2077341.483333,27.921632
2026-01-03,大盘,4758167.983333,21.84911
2026-01-03,FM-一键起播,1533858.783333,8.504429
2026-01-03,FM-金刚位,391495.033333,23.775965
2026-01-04,FM-一键起播,1782140.083333,11.173572
2026-01-04,FM-金刚位,344900.016667,22.322181
2026-01-04,FM-2.0,15.283333,7.641667
2026-01-04,视频推荐,1581979.4,24.868807
2026-01-04,FM-精选推荐,597499.4,19.426453
2026-01-04,大盘,4306534.183333,22.062276
2026-01-05,FM-一键起播,1758907.283333,11.633292
2026-01-05,FM-金刚位,338423.85,22.858754
2026-01-05,FM-精选推荐,584311.566667,19.312893
2026-01-05,FM-2.0,49.783333,16.594444
2026-01-05,视频推荐,1564084.683333,24.686459
2026-01-05,大盘,4245777.166667,22.36609
2026-01-06,FM-2.0,28.033333,9.344444
2026-01-06,FM-精选推荐,605952.083333,19.007876
2026-01-06,FM-一键起播,1778642.383333,11.069332
2026-01-06,FM-金刚位,343459.566667,22.667606
2026-01-06,大盘,4334820.15,21.943901
2026-01-06,视频推荐,1606738.083333,24.680318
2026-01-07,FM-精选推荐,596168.116667,18.982619
2026-01-07,FM-2.0,0.15,0.15
2026-01-07,大盘,4329953.25,22.276058
2026-01-07,FM-一键起播,1787631.633333,11.528273
2026-01-07,视频推荐,1602543.05,24.773038
2026-01-07,FM-金刚位,343610.3,22.691032
2026-01-08,视频推荐,1595934.383333,24.645732
2026-01-08,FM-2.0,6.066667,6.066667
2026-01-08,FM-一键起播,1731133.416667,11.325479
2026-01-08,FM-精选推荐,588458.7,18.920893
2026-01-08,大盘,4265453.633333,22.117986
2026-01-08,FM-金刚位,349921.066667,22.846766
2026-01-09,FM-金刚位,405519.216667,23.948457
2026-01-09,视频推荐,1968826.283333,25.791921
2026-01-09,大盘,5054971.65,22.718463
2026-01-09,FM-精选推荐,734892.55,19.461166
2026-01-09,FM-一键起播,1945714.966667,10.814394
2026-01-09,FM-2.0,18.633333,9.316667
2026-01-10,1.x-为你推荐,0,0
2026-01-10,FM-精选推荐,783216.716667,19.22476
2026-01-10,FM-金刚位,347882.6,21.054445
2026-01-10,FM-一键起播,1479468.233333,8.011763
2026-01-10,大盘,4733456.316667,21.280656
2026-01-10,视频推荐,2122888.766667,27.346242
2026-01-11,视频推荐,1959330.85,26.483528
2026-01-11,FM-一键起播,1389091.766667,7.724085
2026-01-11,FM-精选推荐,723166.116667,18.847667
2026-01-11,FM-金刚位,327436.65,20.853181
2026-01-11,FM-2.0,0,0
2026-01-11,大盘,4399025.383333,20.457538
2026-01-12,大盘,4285855.25,21.975815
2026-01-12,FM-精选推荐,591034.133333,19.326841
2026-01-12,FM-一键起播,1799167.216667,11.228514
2026-01-12,视频推荐,1559593.733333,24.849331
2026-01-12,FM-2.0,3.633333,1.816667
2026-01-12,FM-金刚位,336056.533333,23.145983
