date_time,Raw_Data,GAM_Python
2017-03-14 14:36:00,64,88.82016487356907
2017-03-14 14:46:00,65,88.81480690868938
2017-03-14 14:56:00,65,88.80952888746808
2017-03-14 15:06:00,63,88.80432984368892
2017-03-14 15:16:00,64,88.79920881113563
2017-03-14 15:26:00,74,88.79416482359193
2017-03-14 15:36:00,70,88.78919691484157
2017-03-14 15:46:00,87,88.78430411866826
2017-03-14 15:56:00,90,88.77948546885575
2017-03-14 16:06:00,66,88.77473999918777
2017-03-14 16:16:00,86,88.77006674344806
2017-03-14 16:26:00,92,88.76546473542032
2017-03-14 16:36:00,105,88.76093300888832
2017-03-14 16:46:00,81,88.75647059763575
2017-03-14 16:56:00,68,88.75207653544639
2017-03-14 17:06:00,69,88.74774985610394
2017-03-14 17:16:00,66,88.74348959339214
2017-03-14 17:26:00,67,88.73929478109473
2017-03-14 17:36:00,77,88.73516445299543
2017-03-14 17:46:00,91,88.73109764287797
2017-03-14 17:56:00,80,88.7270933845261
2017-03-14 18:06:00,72,88.72315071172355
2017-03-14 18:16:00,86,88.71926865825402
2017-03-14 18:26:00,92,88.71544625790128
2017-03-14 18:36:00,103,88.71168254444905
2017-03-14 18:46:00,98,88.70797655168104
2017-03-14 18:56:00,92,88.70432731338101
2017-03-14 19:06:00,111,88.7007338633327
2017-03-14 19:16:00,105,88.69719523531981
2017-03-14 19:26:00,108,88.6937104631261
2017-03-14 19:36:00,107,88.69027858053528
2017-03-14 19:46:00,118,88.68689862133108
2017-03-14 19:56:00,118,88.68356961929726
2017-03-14 20:06:00,79,88.68029060821753
2017-03-14 20:16:00,89,88.67706062187563
2017-03-14 20:26:00,78,88.67387869405529
2017-03-14 20:36:00,83,88.67074385854023
2017-03-14 20:46:00,95,88.66765514911421
2017-03-14 20:56:00,106,88.66461159956094
2017-03-14 21:06:00,124,88.66161224366417
2017-03-14 21:16:00,115,88.6586561152076
2017-03-14 21:26:00,114,88.655742247975
2017-03-14 21:36:00,105,88.65286967575007
2017-03-14 21:46:00,113,88.65003743231657
2017-03-14 21:56:00,104,88.6472445514582
2017-03-14 22:06:00,90,88.64449006695872
2017-03-14 22:16:00,85,88.64177301260185
2017-03-14 22:26:00,116,88.63909242217133
2017-03-14 22:36:00,111,88.63644732945087
2017-03-14 22:46:00,83,88.63383676822424
2017-03-14 22:56:00,101,88.63125977227514
2017-03-14 23:06:00,94,88.62871537538732
2017-03-14 23:16:00,101,88.6262026113445
2017-03-14 23:26:00,108,88.62372051393041
2017-03-14 23:36:00,87,88.6212681169288
2017-03-14 23:46:00,97,88.61884445412339
2017-03-14 23:56:00,102,88.61644855929791
2017-03-15 00:06:00,102,88.61407946623609
2017-03-15 00:16:00,104,88.61173620872167
2017-03-15 00:26:00,126,88.60941782053838
2017-03-15 00:36:00,117,88.60712333546995
2017-03-15 00:46:00,112,88.6048517873001
2017-03-15 00:56:00,111,88.6026022098126
2017-03-15 01:06:00,130,88.60037363679115
2017-03-15 01:16:00,114,88.59816510201948
2017-03-15 01:26:00,121,88.59597563928133
2017-03-15 01:36:00,103,88.59380428236044
2017-03-15 01:46:00,99,88.59165006504054
2017-03-15 01:56:00,98,88.58951202110535
2017-03-15 02:06:00,114,88.5873891843386
2017-03-15 02:16:00,111,88.58528058852406
2017-03-15 02:26:00,100,88.58318526744542
2017-03-15 02:36:00,110,88.58110225488642
2017-03-15 02:46:00,112,88.57903058463079
2017-03-15 02:56:00,99,88.57696929046229
2017-03-15 03:06:00,91,88.57491740616462
2017-03-15 03:16:00,80,88.57287396552152
2017-03-15 03:26:00,78,88.57083800231673
2017-03-15 03:36:00,82,88.56880855033397
2017-03-15 03:46:00,82,88.566784643357
2017-03-15 03:56:00,90,88.56476531516951
2017-03-15 04:06:00,81,88.56274959955527
2017-03-15 04:16:00,84,88.56073653029799
2017-03-15 04:26:00,78,88.55872514118141
2017-03-15 04:36:00,80,88.55671446598926
2017-03-15 04:46:00,80,88.55470353850527
2017-03-15 04:56:00,88,88.55269139251317
2017-03-15 05:06:00,91,88.5506770617967
2017-03-15 05:16:00,90,88.5486595801396
2017-03-15 05:26:00,85,88.54663798132557
2017-03-15 05:36:00,78,88.54461129913838
2017-03-15 05:46:00,90,88.54257856736173
2017-03-15 05:56:00,89,88.54053881977937
2017-03-15 06:06:00,97,88.53849109017504
2017-03-15 06:16:00,117,88.53643441233245
2017-03-15 06:26:00,117,88.53436782003534
2017-03-15 06:36:00,99,88.53229034706746
2017-03-15 06:46:00,80,88.53020102721251
2017-03-15 06:56:00,70,88.52809889425424
2017-03-15 07:06:00,69,88.5259829819764
2017-03-15 07:16:00,66,88.52385232416269
2017-03-15 07:26:00,64,88.52170595459685
2017-03-15 07:36:00,67,88.51954290706261
2017-03-15 07:46:00,68,88.51736221534374
2017-03-15 07:56:00,66,88.51516291322392
2017-03-15 08:06:00,72,88.51294403448689
2017-03-15 08:16:00,73,88.51070461291641
2017-03-15 08:26:00,67,88.5084436822962
2017-03-15 08:36:00,70,88.50616027640999
2017-03-15 08:46:00,93,88.50385342904151
2017-03-15 08:56:00,87,88.5015221739745
2017-03-15 09:06:00,102,88.49916554499266
2017-03-15 09:16:00,86,88.49678257587978
2017-03-15 09:26:00,71,88.49437230041954
2017-03-15 09:36:00,72,88.4919337523957
2017-03-15 09:46:00,66,88.48946596559198
2017-03-15 09:56:00,68,88.4869679737921
2017-03-15 10:06:00,63,88.48443881077982
2017-03-15 10:16:00,66,88.48187751033888
2017-03-15 10:26:00,66,88.47928310625296
2017-03-15 10:36:00,63,88.47665463230584
2017-03-15 10:46:00,64,88.47399112228123
2017-03-15 10:56:00,66,88.47129160996288
2017-03-15 11:06:00,62,88.4685551291345
2017-03-15 11:16:00,65,88.46578071357983
2017-03-15 11:26:00,84,88.46296739708261
2017-03-15 11:36:00,95,88.46011421342656
2017-03-15 11:46:00,79,88.45722019639543
2017-03-15 11:56:00,78,88.45428437977293
2017-03-15 12:06:00,66,88.4513057973428
2017-03-15 12:16:00,65,88.44828348288878
2017-03-15 12:26:00,63,88.4452164701946
2017-03-15 12:36:00,65,88.44210379304398
2017-03-15 12:46:00,67,88.43894448522066
2017-03-15 12:56:00,64,88.43573758050837
2017-03-15 13:06:00,64,88.43248211269086
2017-03-15 13:16:00,61,88.42917711555184
2017-03-15 13:26:00,61,88.42582162287505
2017-03-15 13:36:00,78,88.4224146684442
2017-03-15 13:46:00,86,88.41895528604307
2017-03-15 13:56:00,94,88.41544250945536
2017-03-15 14:06:00,104,88.41187537246479
2017-03-15 14:16:00,110,88.40825290885513
2017-03-15 14:26:00,89,88.40457415241008
2017-03-15 14:36:00,84,88.40083813691338
2017-03-15 14:46:00,69,88.39704389614877
2017-03-15 14:56:00,66,88.39319046389998
2017-03-15 15:06:00,74,88.38927687395073
2017-03-15 15:16:00,77,88.38530216008478
2017-03-15 15:26:00,87,88.38126535608582
2017-03-15 15:36:00,80,88.37716549573761
2017-03-15 15:46:00,69,88.3730016128239
2017-03-15 15:56:00,68,88.36877274112837
2017-03-15 16:06:00,61,88.3644779144348
2017-03-15 16:16:00,62,88.3601161665269
2017-03-15 16:26:00,71,88.3556865311884
2017-03-15 16:36:00,60,88.35118804220303
2017-03-15 16:46:00,66,88.34661973335454
2017-03-15 16:56:00,85,88.34198063842666
2017-03-15 17:06:00,67,88.3372697912031
2017-03-15 17:16:00,72,88.33248622546762
2017-03-15 17:26:00,72,88.32762897500392
2017-03-15 17:36:00,99,88.32269707359576
2017-03-15 17:46:00,86,88.31768955502686
2017-03-15 17:56:00,78,88.31260545308096
2017-03-15 18:06:00,81,88.30744380154178
2017-03-15 18:16:00,66,88.30220363419305
2017-03-15 18:26:00,92,88.29688398481852
2017-03-15 18:36:00,91,88.29148388720192
2017-03-15 18:46:00,106,88.28600237512696
2017-03-15 18:56:00,123,88.28043848237739
2017-03-15 19:06:00,110,88.27479124273694
2017-03-15 19:16:00,110,88.26905968998933
2017-03-15 19:26:00,116,88.26324285791833
2017-03-15 19:36:00,119,88.25733978030762
2017-03-15 19:46:00,101,88.25134949094097
2017-03-15 19:56:00,107,88.24527102360209
2017-03-15 20:06:00,105,88.23910341207471
2017-03-15 20:16:00,86,88.23284569014258
2017-03-15 20:26:00,104,88.22649689158943
2017-03-15 20:36:00,100,88.22005605019899
2017-03-15 20:46:00,95,88.21352219975499
2017-03-15 20:56:00,116,88.20689437404116
2017-03-15 21:06:00,110,88.20017160684122
2017-03-15 21:16:00,104,88.19335293193893
2017-03-15 21:26:00,122,88.186437383118
2017-03-15 21:36:00,111,88.17942399416216
2017-03-15 21:46:00,93,88.17231179885516
2017-03-15 21:56:00,88,88.16509983098074
2017-03-15 22:06:00,96,88.15778712432258
2017-03-15 22:16:00,103,88.15037271266448
2017-03-15 22:26:00,83,88.14285562979012
2017-03-15 22:36:00,80,88.13523490948326
2017-03-15 22:46:00,96,88.12750958552762
2017-03-15 22:56:00,100,88.11967869170692
2017-03-15 23:06:00,106,88.11174126180494
2017-03-15 23:16:00,115,88.10369632960536
2017-03-15 23:26:00,115,88.09554292889193
2017-03-15 23:36:00,106,88.08728009344838
2017-03-15 23:46:00,106,88.07890685705846
2017-03-15 23:56:00,125,88.07042225350588
2017-03-16 00:06:00,126,88.06182531657437
2017-03-16 00:16:00,111,88.05311508004769
2017-03-16 00:26:00,111,88.04429057770955
2017-03-16 00:36:00,110,88.03535084334368
2017-03-16 00:46:00,102,88.02629491073381
2017-03-16 00:56:00,97,88.01712181366369
2017-03-16 01:06:00,109,88.00783058591705
2017-03-16 01:16:00,94,87.9984202612776
2017-03-16 01:26:00,84,87.98888987352909
2017-03-16 01:36:00,75,87.97923845645525
2017-03-16 01:46:00,82,87.9694650438398
2017-03-16 01:56:00,87,87.95956866946649
2017-03-16 02:06:00,89,87.94954836711905
2017-03-16 02:16:00,90,87.9394031705812
2017-03-16 02:26:00,81,87.92913211363668
2017-03-16 02:36:00,80,87.91873423006923
2017-03-16 02:46:00,77,87.90820855366256
2017-03-16 02:56:00,94,87.89755411820042
2017-03-16 03:06:00,91,87.88676995746653
2017-03-16 03:16:00,90,87.87585510524464
2017-03-16 03:26:00,84,87.86480859531846
2017-03-16 03:36:00,85,87.85362946147174
2017-03-16 03:46:00,93,87.8423167374882
2017-03-16 03:56:00,92,87.83086945715158
2017-03-16 04:06:00,83,87.8192866542456
2017-03-16 04:16:00,86,87.80756736255401
2017-03-16 04:26:00,95,87.79571061586053
2017-03-16 04:36:00,91,87.7837154479489
2017-03-16 04:46:00,110,87.77158089260284
2017-03-16 04:56:00,126,87.7593059836061
2017-03-16 05:06:00,75,87.74688975474238
2017-03-16 05:16:00,78,87.73433123979545
2017-03-16 05:26:00,72,87.72162947254903
2017-03-16 05:36:00,83,87.70878348678683
2017-03-16 05:46:00,87,87.69579231629261
2017-03-16 05:56:00,105,87.68265499485008
2017-03-16 06:06:00,99,87.669370556243
2017-03-16 06:16:00,76,87.65593803425507
2017-03-16 06:26:00,67,87.64235646267005
2017-03-16 06:36:00,71,87.62862487527165
2017-03-16 06:46:00,76,87.61474230584363
2017-03-16 06:56:00,74,87.60070778816969
2017-03-16 07:06:00,76,87.58652035603357
2017-03-16 07:16:00,69,87.57217904321902
2017-03-16 07:26:00,70,87.55768288350976
2017-03-16 07:36:00,91,87.54303091068951
2017-03-16 07:46:00,80,87.52822215854201
2017-03-16 07:56:00,73,87.51325566085102
2017-03-16 08:06:00,74,87.49813045140023
2017-03-16 08:16:00,68,87.48284556397338
2017-03-16 08:26:00,63,87.46740003235423
2017-03-16 08:36:00,66,87.45179289032649
2017-03-16 08:46:00,70,87.4360231716739
2017-03-16 08:56:00,76,87.42008991018018
2017-03-16 09:06:00,88,87.40399213962908
2017-03-16 09:16:00,121,87.38772889380431
2017-03-16 09:26:00,99,87.37129920648962
2017-03-16 09:36:00,71,87.35470211146874
2017-03-16 09:46:00,78,87.33793664252539
2017-03-16 09:56:00,74,87.32100183344332
2017-03-16 10:06:00,105,87.30389671800624
2017-03-16 10:16:00,77,87.28662032999792
2017-03-16 10:26:00,70,87.26917170320205
2017-03-16 10:36:00,70,87.25154987140237
2017-03-16 10:46:00,65,87.23375386838264
2017-03-16 10:56:00,75,87.21578272792655
2017-03-16 11:06:00,63,87.19763548381788
2017-03-16 11:16:00,63,87.17931116984032
2017-03-16 11:26:00,64,87.16080881977761
