Date,Open,High,Low,Close,Volume,Returns,Ma_7,Ma_21,Volatility
2024-03-06,2125.5,2150.300048828125,2125.5,2150.300048828125,443,0.007874407700082076,2085.871407645089,2041.8047514415923,0.007283201543519104
2024-03-07,2147.0,2163.0,2147.0,2158.0,152,0.003580872900073251,2103.585693359375,2047.6857038225446,0.007277387497915899
2024-03-08,2167.300048828125,2194.89990234375,2166.300048828125,2178.60009765625,259,0.009545921064064045,2124.3857073102677,2054.5142822265625,0.007395947647076363
2024-03-11,2181.0,2184.0,2177.199951171875,2182.5,738,0.0017900955517011763,2143.9285714285716,2061.671427408854,0.007325143645409062
2024-03-12,2182.5,2182.699951171875,2160.39990234375,2160.39990234375,550,-0.010126047036082442,2154.4285714285716,2068.199991861979,0.00772770652018533
2024-03-13,2162.5,2175.39990234375,2162.5,2175.39990234375,20,0.006943158988170106,2162.6714215959823,2075.685703822545,0.007655766154521461
2024-03-14,2163.0,2163.0,2162.300048828125,2163.0,515,-0.005700056495539285,2166.8857073102677,2083.7857026599704,0.007057027271110874
2024-03-15,2161.699951171875,2161.699951171875,2157.300048828125,2157.300048828125,100,-0.0026352062745608196,2167.8857073102677,2091.738083612351,0.0071121480164283
2024-03-18,2146.199951171875,2160.699951171875,2146.199951171875,2160.699951171875,21,0.0015759988257531,2168.271414620536,2099.290463402158,0.007112518832611615
2024-03-19,2156.10009765625,2156.300048828125,2156.10009765625,2156.300048828125,12,-0.002036331949451742,2165.085693359375,2106.185703822545,0.007214530081421234
2024-03-20,2157.300048828125,2185.89990234375,2150.89990234375,2157.89990234375,17,0.0007419438294287151,2161.5713936941966,2112.395222981771,0.00715532882876431
2024-03-21,2207.0,2211.60009765625,2182.39990234375,2182.39990234375,63,0.011353631358614003,2164.7142508370534,2120.019025530134,0.00725828696350983
2024-03-22,2179.199951171875,2179.60009765625,2157.5,2158.10009765625,19,-0.0111344417956597,2162.242850167411,2126.6095086960568,0.007884934467373232
2024-03-25,2166.199951171875,2179.39990234375,2166.199951171875,2174.800048828125,79,0.007738265333480765,2163.9285714285716,2133.0952264694943,0.007829321513117486
2024-03-26,2182.699951171875,2182.699951171875,2175.60009765625,2175.60009765625,202373,0.0003678723607516421,2166.5428641183034,2140.0999930245534,0.007638927859308481
2024-03-27,2179.39990234375,2196.199951171875,2172.10009765625,2190.60009765625,31200,0.006894649442312106,2170.8143136160716,2147.5571405319943,0.007675434257571425
