date_time,Raw_Data,Cosinor_Python
2017-03-14 14:36:00,64,81.95634862058873
2017-03-14 14:46:00,65,81.6809398911116
2017-03-14 14:56:00,65,81.41970776579663
2017-03-14 15:06:00,63,81.17314951484181
2017-03-14 15:16:00,64,80.9417344758913
2017-03-14 15:26:00,74,80.72590316062448
2017-03-14 15:36:00,70,80.52606641621703
2017-03-14 15:46:00,87,80.34260464326992
2017-03-14 15:56:00,90,80.17586707169522
2017-03-14 16:06:00,66,80.02617109593717
2017-03-14 16:16:00,86,79.8938016707938
2017-03-14 16:26:00,92,79.77901076898925
2017-03-14 16:36:00,105,79.6820169015294
2017-03-14 16:46:00,81,79.60300470175372
2017-03-14 16:56:00,68,79.54212457387524
2017-03-14 17:06:00,69,79.49949240667759
2017-03-14 17:16:00,66,79.47518935291407
2017-03-14 17:26:00,67,79.46926167482883
2017-03-14 17:36:00,77,79.48172065609401
2017-03-14 17:46:00,91,79.51254258033063
2017-03-14 17:56:00,80,79.56166877625414
2017-03-14 18:06:00,72,79.6290057293584
2017-03-14 18:16:00,86,79.71442525992603
2017-03-14 18:26:00,92,79.81776476702566
2017-03-14 18:36:00,103,79.93882753803209
2017-03-14 18:46:00,98,80.07738312307994
2017-03-14 18:56:00,92,80.2331677737381
2017-03-14 19:06:00,111,80.40588494506981
2017-03-14 19:16:00,105,80.59520586012286
2017-03-14 19:26:00,108,80.80077013577512
2017-03-14 19:36:00,107,81.0221864687444
2017-03-14 19:46:00,118,81.2590333804564
2017-03-14 19:56:00,118,81.51086001935317
2017-03-14 20:06:00,79,81.77718701911469
2017-03-14 20:16:00,89,82.05750741115989
2017-03-14 20:26:00,78,82.35128758969012
2017-03-14 20:36:00,83,82.65796832743817
2017-03-14 20:46:00,95,82.97696584018917
2017-03-14 20:56:00,106,83.30767289804695
2017-03-14 21:06:00,124,83.64945998133071
2017-03-14 21:16:00,115,84.00167647890152
2017-03-14 21:26:00,114,84.36365192663757
2017-03-14 21:36:00,105,84.73469728370078
2017-03-14 21:46:00,113,85.1141062441651
2017-03-14 21:56:00,104,85.50115658151012
2017-03-14 22:06:00,90,85.8951115234202
2017-03-14 22:16:00,85,86.29522115427247
2017-03-14 22:26:00,116,86.70072384264385
2017-03-14 22:36:00,111,87.11084769111977
2017-03-14 22:46:00,83,87.52481200564475
2017-03-14 22:56:00,101,87.94182878161787
2017-03-14 23:06:00,94,88.36110420390442
2017-03-14 23:16:00,101,88.78184015790798
2017-03-14 23:26:00,108,89.20323574882705
2017-03-14 23:36:00,87,89.62448882620377
2017-03-14 23:46:00,97,90.04479751086289
2017-03-14 23:56:00,102,90.46336172133437
2017-03-15 00:06:00,102,90.87938469685393
2017-03-15 00:16:00,104,91.2920745140425
2017-03-15 00:26:00,126,91.70064559437726
2017-03-15 00:36:00,117,92.10432019958519
2017-03-15 00:46:00,112,92.50232991211188
2017-03-15 00:56:00,111,92.89391709784812
2017-03-15 01:06:00,130,93.27833634832955
2017-03-15 01:16:00,114,93.65485589966386
2017-03-15 01:26:00,121,94.02275902548516
2017-03-15 01:36:00,103,94.38134540128318
2017-03-15 01:46:00,99,94.72993243751088
2017-03-15 01:56:00,98,95.0678565789324
2017-03-15 02:06:00,114,95.39447456773821
2017-03-15 02:16:00,111,95.70916466802285
2017-03-15 02:26:00,100,96.0113278492946
2017-03-15 02:36:00,110,96.3003889267641
2017-03-15 02:46:00,112,96.57579765624122
2017-03-15 02:56:00,99,96.8370297815562
2017-03-15 03:06:00,91,97.08358803251102
2017-03-15 03:16:00,80,97.31500307146153
2017-03-15 03:26:00,78,97.53083438672834
2017-03-15 03:36:00,82,97.7306711311358
2017-03-15 03:46:00,82,97.9141329040829
2017-03-15 03:56:00,90,98.0808704756576
2017-03-15 04:06:00,81,98.23056645141565
2017-03-15 04:16:00,84,98.36293587655902
2017-03-15 04:26:00,78,98.47772677836358
2017-03-15 04:36:00,80,98.57472064582343
2017-03-15 04:46:00,80,98.65373284559911
2017-03-15 04:56:00,88,98.71461297347759
2017-03-15 05:06:00,91,98.75724514067524
2017-03-15 05:16:00,90,98.78154819443876
2017-03-15 05:26:00,85,98.787475872524
2017-03-15 05:36:00,78,98.77501689125882
2017-03-15 05:46:00,90,98.7441949670222
2017-03-15 05:56:00,89,98.69506877109869
2017-03-15 06:06:00,97,98.62773181799443
2017-03-15 06:16:00,117,98.5423122874268
2017-03-15 06:26:00,117,98.43897278032716
2017-03-15 06:36:00,99,98.31791000932074
2017-03-15 06:46:00,80,98.17935442427289
2017-03-15 06:56:00,70,98.02356977361472
2017-03-15 07:06:00,69,97.85085260228301
2017-03-15 07:16:00,66,97.66153168722997
2017-03-15 07:26:00,64,97.4559674115777
2017-03-15 07:36:00,67,97.23455107860843
2017-03-15 07:46:00,68,96.99770416689644
2017-03-15 07:56:00,66,96.74587752799965
2017-03-15 08:06:00,72,96.47955052823814
2017-03-15 08:16:00,73,96.19923013619294
2017-03-15 08:26:00,67,95.90544995766271
2017-03-15 08:36:00,70,95.59876921991466
2017-03-15 08:46:00,93,95.27977170716366
2017-03-15 08:56:00,87,94.94906464930588
2017-03-15 09:06:00,102,94.60727756602212
2017-03-15 09:16:00,86,94.25506106845131
2017-03-15 09:26:00,71,93.89308562071525
2017-03-15 09:36:00,72,93.52204026365206
2017-03-15 09:46:00,66,93.14263130318771
2017-03-15 09:56:00,68,92.7555809658427
2017-03-15 10:06:00,63,92.36162602393263
2017-03-15 10:16:00,66,91.96151639308037
2017-03-15 10:26:00,66,91.55601370470899
2017-03-15 10:36:00,63,91.14588985623305
2017-03-15 10:46:00,64,90.73192554170808
2017-03-15 10:56:00,66,90.31490876573496
2017-03-15 11:06:00,62,89.89563334344841
2017-03-15 11:16:00,65,89.47489738944485
2017-03-15 11:26:00,84,89.05350179852577
2017-03-15 11:36:00,95,88.63224872114905
2017-03-15 11:46:00,79,88.21194003648993
2017-03-15 11:56:00,78,87.79337582601846
2017-03-15 12:06:00,66,87.3773528504989
2017-03-15 12:16:00,65,86.96466303331033
2017-03-15 12:26:00,63,86.55609195297555
2017-03-15 12:36:00,65,86.15241734776762
2017-03-15 12:46:00,67,85.75440763524095
2017-03-15 12:56:00,64,85.36282044950471
2017-03-15 13:06:00,64,84.97840119902331
2017-03-15 13:16:00,61,84.60188164768896
2017-03-15 13:26:00,61,84.23397852186767
2017-03-15 13:36:00,78,83.87539214606964
2017-03-15 13:46:00,86,83.52680510984194
2017-03-15 13:56:00,94,83.1888809684204
2017-03-15 14:06:00,104,82.86226297961461
2017-03-15 14:16:00,110,82.54757287932999
2017-03-15 14:26:00,89,82.24540969805822
2017-03-15 14:36:00,84,81.95634862058873
2017-03-15 14:46:00,69,81.6809398911116
2017-03-15 14:56:00,66,81.41970776579664
2017-03-15 15:06:00,74,81.17314951484181
2017-03-15 15:16:00,77,80.9417344758913
2017-03-15 15:26:00,87,80.72590316062448
2017-03-15 15:36:00,80,80.52606641621703
2017-03-15 15:46:00,69,80.34260464326992
2017-03-15 15:56:00,68,80.17586707169522
2017-03-15 16:06:00,61,80.02617109593717
2017-03-15 16:16:00,62,79.8938016707938
2017-03-15 16:26:00,71,79.77901076898925
2017-03-15 16:36:00,60,79.6820169015294
2017-03-15 16:46:00,66,79.60300470175372
2017-03-15 16:56:00,85,79.54212457387524
2017-03-15 17:06:00,67,79.49949240667759
2017-03-15 17:16:00,72,79.47518935291407
2017-03-15 17:26:00,72,79.46926167482883
2017-03-15 17:36:00,99,79.48172065609401
2017-03-15 17:46:00,86,79.51254258033063
2017-03-15 17:56:00,78,79.56166877625414
2017-03-15 18:06:00,81,79.6290057293584
2017-03-15 18:16:00,66,79.71442525992603
2017-03-15 18:26:00,92,79.81776476702566
2017-03-15 18:36:00,91,79.93882753803209
2017-03-15 18:46:00,106,80.07738312307994
2017-03-15 18:56:00,123,80.2331677737381
2017-03-15 19:06:00,110,80.40588494506981
2017-03-15 19:16:00,110,80.59520586012286
2017-03-15 19:26:00,116,80.80077013577511
2017-03-15 19:36:00,119,81.0221864687444
2017-03-15 19:46:00,101,81.25903338045639
2017-03-15 19:56:00,107,81.51086001935316
2017-03-15 20:06:00,105,81.7771870191147
2017-03-15 20:16:00,86,82.05750741115989
2017-03-15 20:26:00,104,82.35128758969012
2017-03-15 20:36:00,100,82.65796832743817
2017-03-15 20:46:00,95,82.97696584018917
2017-03-15 20:56:00,116,83.30767289804695
2017-03-15 21:06:00,110,83.64945998133071
2017-03-15 21:16:00,104,84.00167647890152
2017-03-15 21:26:00,122,84.36365192663756
2017-03-15 21:36:00,111,84.73469728370078
2017-03-15 21:46:00,93,85.1141062441651
2017-03-15 21:56:00,88,85.50115658151014
2017-03-15 22:06:00,96,85.89511152342021
2017-03-15 22:16:00,103,86.29522115427247
2017-03-15 22:26:00,83,86.70072384264384
2017-03-15 22:36:00,80,87.11084769111976
2017-03-15 22:46:00,96,87.52481200564476
2017-03-15 22:56:00,100,87.94182878161787
2017-03-15 23:06:00,106,88.3611042039044
2017-03-15 23:16:00,115,88.78184015790796
2017-03-15 23:26:00,115,89.20323574882707
2017-03-15 23:36:00,106,89.62448882620377
2017-03-15 23:46:00,106,90.04479751086288
2017-03-15 23:56:00,125,90.46336172133438
2017-03-16 00:06:00,126,90.87938469685393
2017-03-16 00:16:00,111,91.29207451404248
2017-03-16 00:26:00,111,91.70064559437726
2017-03-16 00:36:00,110,92.1043201995852
2017-03-16 00:46:00,102,92.50232991211188
2017-03-16 00:56:00,97,92.89391709784812
2017-03-16 01:06:00,109,93.27833634832952
2017-03-16 01:16:00,94,93.65485589966387
2017-03-16 01:26:00,84,94.02275902548516
2017-03-16 01:36:00,75,94.38134540128317
2017-03-16 01:46:00,82,94.7299324375109
2017-03-16 01:56:00,87,95.06785657893242
2017-03-16 02:06:00,89,95.39447456773821
2017-03-16 02:16:00,90,95.70916466802284
2017-03-16 02:26:00,81,96.01132784929459
2017-03-16 02:36:00,80,96.3003889267641
2017-03-16 02:46:00,77,96.57579765624122
2017-03-16 02:56:00,94,96.83702978155618
2017-03-16 03:06:00,91,97.08358803251102
2017-03-16 03:16:00,90,97.31500307146153
2017-03-16 03:26:00,84,97.53083438672834
2017-03-16 03:36:00,85,97.7306711311358
2017-03-16 03:46:00,93,97.91413290408292
2017-03-16 03:56:00,92,98.0808704756576
2017-03-16 04:06:00,83,98.23056645141565
2017-03-16 04:16:00,86,98.36293587655902
2017-03-16 04:26:00,95,98.47772677836358
2017-03-16 04:36:00,91,98.57472064582343
2017-03-16 04:46:00,110,98.65373284559911
2017-03-16 04:56:00,126,98.71461297347759
2017-03-16 05:06:00,75,98.75724514067524
2017-03-16 05:16:00,78,98.78154819443876
2017-03-16 05:26:00,72,98.787475872524
2017-03-16 05:36:00,83,98.77501689125882
2017-03-16 05:46:00,87,98.7441949670222
2017-03-16 05:56:00,105,98.6950687710987
2017-03-16 06:06:00,99,98.62773181799443
2017-03-16 06:16:00,76,98.5423122874268
2017-03-16 06:26:00,67,98.43897278032716
2017-03-16 06:36:00,71,98.31791000932074
2017-03-16 06:46:00,76,98.17935442427289
2017-03-16 06:56:00,74,98.02356977361472
2017-03-16 07:06:00,76,97.85085260228301
2017-03-16 07:16:00,69,97.66153168722998
2017-03-16 07:26:00,70,97.45596741157772
2017-03-16 07:36:00,91,97.23455107860843
2017-03-16 07:46:00,80,96.99770416689644
2017-03-16 07:56:00,73,96.74587752799967
2017-03-16 08:06:00,74,96.47955052823815
2017-03-16 08:16:00,68,96.19923013619294
2017-03-16 08:26:00,63,95.90544995766271
2017-03-16 08:36:00,66,95.59876921991466
2017-03-16 08:46:00,70,95.27977170716365
2017-03-16 08:56:00,76,94.94906464930588
2017-03-16 09:06:00,88,94.60727756602212
2017-03-16 09:16:00,121,94.25506106845131
2017-03-16 09:26:00,99,93.89308562071524
2017-03-16 09:36:00,71,93.52204026365204
2017-03-16 09:46:00,78,93.14263130318773
2017-03-16 09:56:00,74,92.75558096584271
2017-03-16 10:06:00,105,92.36162602393264
2017-03-16 10:16:00,77,91.96151639308036
2017-03-16 10:26:00,70,91.55601370470899
2017-03-16 10:36:00,70,91.14588985623304
2017-03-16 10:46:00,65,90.73192554170808
2017-03-16 10:56:00,75,90.31490876573496
2017-03-16 11:06:00,63,89.89563334344842
