Index,Raw_Data,Cosinor_Java
0,64.0,81.9324807482722
1,65.0,81.72483726865492
2,65.0,81.53117683924704
3,63.0,81.35186810368285
4,64.0,81.18725238633175
5,74.0,81.03764304256786
6,70.0,80.9033248622803
7,87.0,80.78455352775936
8,90.0,80.68155512699083
9,66.0,80.59452572328462
10,86.0,80.52363098205713
11,92.0,80.46900585547766
12,105.0,80.43075432557934
13,81.0,80.40894920632343
14,68.0,80.40363200499372
15,69.0,80.4148128431852
16,66.0,80.44247043753685
17,67.0,80.48655214024589
18,77.0,80.54697403928577
19,91.0,80.6236211181375
20,80.0,80.71634747473017
21,72.0,80.82497659917377
22,86.0,80.94930170975586
23,92.0,81.08908614656224
24,103.0,81.24406382197265
25,98.0,81.41393972717358
26,92.0,81.59839049372437
27,111.0,81.79706500910738
28,105.0,82.00958508509068
29,108.0,82.23554617763077
30,107.0,82.47451815694521
31,118.0,82.72604612628909
32,118.0,82.98965128787687
33,79.0,83.26483185430111
34,89.0,83.55106400371339
35,78.0,83.84780287694893
36,83.0,84.15448361469699
37,95.0,84.47052243274267
38,106.0,84.79531773323335
39,124.0,85.12825124985439
40,115.0,85.4686892247342
41,114.0,85.81598361483836
42,105.0,86.1694733255564
43,113.0,86.52848546913289
44,104.0,86.89233664554766
45,90.0,87.26033424340643
46,85.0,87.63177775836606
47,116.0,88.00596012658437
48,111.0,88.3821690706563
49,83.0,88.75968845547452
50,101.0,89.13779965143318
51,94.0,89.5157829023804
52,101.0,89.89291869571478
53,108.0,90.26848913201876
54,87.0,90.64177929162076
55,97.0,91.01207859548559
56,102.0,91.3786821578419
57,102.0,91.74089212797234
58,104.0,92.09801901861212
59,126.0,92.44938301842713
60,117.0,92.7943152860735
61,112.0,93.1321592233751
62,111.0,93.46227172519548
63,130.0,93.78402440362505
64,114.0,94.0968047841532
65,121.0,94.40001747154832
66,103.0,94.69308528322648
67,99.0,94.97545034795124
68,98.0,95.24657516777334
69,114.0,95.50594364118851
70,111.0,95.75306204556607
71,100.0,95.98745997697799
72,110.0,96.2086912456395
73,112.0,96.41633472525679
74,99.0,96.60999515466467
75,91.0,96.78930389022887
76,80.0,96.95391960757996
77,78.0,97.10352895134385
78,82.0,97.23784713163141
79,82.0,97.35661846615236
80,90.0,97.45961686692088
81,81.0,97.5466462706271
82,84.0,97.61754101185458
83,78.0,97.67216613843405
84,80.0,97.71041766833237
85,80.0,97.73222278758828
86,88.0,97.73753998891799
87,91.0,97.72635915072651
88,90.0,97.69870155637486
89,85.0,97.65461985366582
90,78.0,97.59419795462594
91,90.0,97.5175508757742
92,89.0,97.42482451918154
93,97.0,97.31619539473795
94,117.0,97.19187028415585
95,117.0,97.05208584734947
96,99.0,96.89710817193907
97,80.0,96.72723226673813
98,70.0,96.54278150018735
99,69.0,96.34410698480433
100,66.0,96.13158690882103
101,64.0,95.90562581628095
102,67.0,95.6666538369665
103,68.0,95.41512586762262
104,66.0,95.15152070603484
105,72.0,94.8763401396106
106,73.0,94.59010799019832
107,67.0,94.29336911696278
108,70.0,93.98668837921473
109,93.0,93.67064956116904
110,87.0,93.34585426067837
111,102.0,93.01292074405733
112,86.0,92.6724827691775
113,71.0,92.32518837907335
114,72.0,91.97169866835532
115,66.0,91.61268652477881
116,68.0,91.24883534836405
117,63.0,90.88083775050528
118,66.0,90.50939423554566
119,66.0,90.13521186732736
120,63.0,89.75900292325541
121,64.0,89.38148353843721
122,66.0,89.00337234247853
123,62.0,88.62538909153132
124,65.0,88.24825329819693
125,84.0,87.87268286189295
126,95.0,87.49939270229096
127,79.0,87.12909339842612
128,78.0,86.7624898360698
129,66.0,86.40027986593937
130,65.0,86.0431529752996
131,63.0,85.69178897548457
132,65.0,85.34685670783821
133,67.0,85.00901277053661
134,64.0,84.67890026871625
135,64.0,84.35714759028667
136,61.0,84.0443672097585
137,61.0,83.74115452236339
138,78.0,83.44808671068523
139,86.0,83.16572164596046
140,94.0,82.89459682613837
141,104.0,82.6352283527232
142,110.0,82.38810994834564
143,89.0,82.15371201693372
144,84.0,81.93248074827221
145,69.0,81.72483726865494
146,66.0,81.53117683924704
147,74.0,81.35186810368285
148,77.0,81.18725238633175
149,87.0,81.03764304256788
150,80.0,80.9033248622803
151,69.0,80.78455352775936
152,68.0,80.68155512699083
153,61.0,80.59452572328462
154,62.0,80.52363098205713
155,71.0,80.46900585547766
156,60.0,80.43075432557934
157,66.0,80.40894920632343
158,85.0,80.40363200499372
159,67.0,80.4148128431852
160,72.0,80.44247043753685
161,72.0,80.48655214024589
162,99.0,80.54697403928577
163,86.0,80.6236211181375
164,78.0,80.71634747473017
165,81.0,80.82497659917377
166,66.0,80.94930170975586
167,92.0,81.08908614656224
168,91.0,81.24406382197266
169,106.0,81.41393972717358
170,123.0,81.59839049372437
171,110.0,81.79706500910738
172,110.0,82.00958508509068
173,116.0,82.23554617763077
174,119.0,82.47451815694521
175,101.0,82.72604612628909
176,107.0,82.98965128787685
177,105.0,83.26483185430112
178,86.0,83.55106400371339
179,104.0,83.84780287694892
180,100.0,84.15448361469699
181,95.0,84.47052243274267
182,116.0,84.79531773323335
183,110.0,85.12825124985439
184,104.0,85.46868922473419
185,122.0,85.81598361483836
186,111.0,86.1694733255564
187,93.0,86.5284854691329
188,88.0,86.89233664554767
189,96.0,87.26033424340643
190,103.0,87.63177775836606
191,83.0,88.00596012658437
192,80.0,88.38216907065629
193,96.0,88.7596884554745
194,100.0,89.13779965143318
195,106.0,89.5157829023804
196,115.0,89.89291869571477
197,115.0,90.26848913201874
198,106.0,90.64177929162076
199,106.0,91.01207859548559
200,125.0,91.37868215784191
201,126.0,91.74089212797234
202,111.0,92.09801901861212
203,111.0,92.44938301842713
204,110.0,92.7943152860735
205,102.0,93.1321592233751
206,97.0,93.46227172519546
207,109.0,93.78402440362504
208,94.0,94.0968047841532
209,84.0,94.40001747154834
210,75.0,94.69308528322648
211,82.0,94.97545034795125
212,87.0,95.24657516777334
213,89.0,95.50594364118851
214,90.0,95.75306204556607
215,81.0,95.98745997697797
216,80.0,96.2086912456395
217,77.0,96.41633472525677
218,94.0,96.60999515466467
219,91.0,96.78930389022887
220,90.0,96.95391960757996
221,84.0,97.10352895134385
222,85.0,97.23784713163141
223,93.0,97.35661846615236
224,92.0,97.45961686692088
225,83.0,97.5466462706271
226,86.0,97.61754101185458
227,95.0,97.67216613843405
228,91.0,97.71041766833237
229,110.0,97.73222278758828
230,126.0,97.73753998891799
231,75.0,97.72635915072651
232,78.0,97.69870155637486
233,72.0,97.65461985366582
234,83.0,97.59419795462594
235,87.0,97.5175508757742
236,105.0,97.42482451918154
237,99.0,97.31619539473795
238,76.0,97.19187028415587
239,67.0,97.05208584734947
240,71.0,96.89710817193907
241,76.0,96.72723226673813
242,74.0,96.54278150018735
243,76.0,96.34410698480433
244,69.0,96.13158690882103
245,70.0,95.90562581628095
246,91.0,95.6666538369665
247,80.0,95.41512586762262
248,73.0,95.15152070603484
249,74.0,94.8763401396106
250,68.0,94.59010799019832
251,63.0,94.29336911696278
252,66.0,93.98668837921473
253,70.0,93.67064956116904
254,76.0,93.34585426067837
255,88.0,93.01292074405731
256,121.0,92.67248276917752
257,99.0,92.32518837907335
258,71.0,91.97169866835532
259,78.0,91.61268652477882
260,74.0,91.24883534836405
261,105.0,90.8808377505053
262,77.0,90.50939423554564
263,70.0,90.13521186732734
264,70.0,89.75900292325541
265,65.0,89.38148353843721
266,75.0,89.00337234247853
267,63.0,88.62538909153132
268,63.0,88.24825329819694
269,64.0,87.87268286189297
270,63.0,87.49939270229096
271,67.0,87.12909339842612
272,77.0,86.76248983606982
273,92.0,86.40027986593937
274,107.0,86.04315297529959
275,96.0,85.69178897548458
276,85.0,85.34685670783821
277,67.0,85.00901277053661
278,68.0,84.67890026871623
279,66.0,84.35714759028667
280,65.0,84.0443672097585
281,60.0,83.74115452236339
282,67.0,83.44808671068525
283,67.0,83.16572164596046
284,73.0,82.89459682613837
285,83.0,82.6352283527232
286,94.0,82.38810994834564
287,80.0,82.15371201693372
288,77.0,81.93248074827221
289,73.0,81.72483726865494
290,72.0,81.53117683924704
291,64.0,81.35186810368286
292,66.0,81.18725238633175
293,68.0,81.03764304256788
294,89.0,80.9033248622803
295,74.0,80.78455352775936
296,69.0,80.68155512699083
297,68.0,80.59452572328462
298,76.0,80.52363098205713
299,103.0,80.46900585547766
300,90.0,80.43075432557934
301,91.0,80.40894920632343
302,71.0,80.40363200499372
303,74.0,80.4148128431852
304,73.0,80.44247043753685
305,67.0,80.48655214024589
306,81.0,80.54697403928577
307,69.0,80.6236211181375
308,75.0,80.71634747473017
309,87.0,80.82497659917377
310,72.0,80.94930170975586
311,77.0,81.08908614656224
312,90.0,81.24406382197265
313,90.0,81.41393972717358
314,111.0,81.59839049372437
315,104.0,81.79706500910738
316,104.0,82.00958508509068
