date,open,high,low,close,volume,dividends,stock_splits,price_range,price_change,price_change_pct,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,volatility_5d,volatility_10d,volatility_20d,volatility_50d,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,volume_sma_20,volume_ratio,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,return_252d,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_5,volume_lag_5,close_lag_10,volume_lag_10,target_return_1d,target_direction,year,month,day,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,fiscal_year,fiscal_quarter,price_range_mean,volatility_20d_mean,rsi_14_mean,revenue_mac,revenue_services,revenue_wearables_other,revenue_ipad,revenue_iphone,revenue_total,share_mac,share_services,share_wearables_other,share_ipad,share_iphone
1980-12-12,0.0983894914388656,0.0988172480964755,0.0983894914388656,0.0983894914388656,469033600,0.0,0.0,0.0004277566576098,0.0,,,0.0983894914388656,,0.0983894914388656,,0.0983894914388656,,0.0983894914388656,,0.0983894914388656,,0.0983894914388656,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-0.0521708418858827,0,1980,12,12,4,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-15,0.0936841853913085,0.0936841853913085,0.0932564288377761,0.0932564288377761,175884800,0.0,0.0,0.0004277565535323,-0.0004277565535323,-0.0521708418858827,,0.0966784705718358,,0.0974562073295766,,0.097900628334,,0.0981881948662739,,0.0982878466348837,,0.0983384161891035,,,,,,-0.0004094750792891,-8.189501585783855e-05,-0.0003275800634313,,,,,,,-0.0521708418858827,,,,,,,0.0983894914388656,469033600.0,,,,,,,,,-0.0733975005804261,0,1980,12,15,0,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-16,0.0868393910668606,0.0868393910668606,0.086411640048027,0.086411640048027,105728000,0.0,0.0,0.0004277510188336,-0.0004277510188336,-0.0733975005804261,,0.0932561937305662,,0.0954481041874767,,0.0968064389734311,,0.0977263691871269,,0.0980526742272231,,0.0982197417996401,,,,,,-0.001271645542538,-0.0003198451211938,-0.0009518004213441,,,,,,,-0.0733975005804261,,,,,,,0.0932564288377761,175884800.0,0.0983894914388656,469033600.0,,,,,,,0.0247503572606733,1,1980,12,16,1,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-17,0.0885503590106964,0.0889781155113058,0.0885503590106964,0.0885503590106964,86441600,0.0,0.0,0.0004277565006094,0.0,0.0247503572606733,,0.0916875821572763,,0.0941939687007893,,0.0960201456436468,,0.0973665256507963,,0.0978645095694701,,0.098123529035571,,,,,,-0.001762033474927,-0.0006082827919405,-0.0011537506829865,,,,,,,0.0247503572606733,,,,,,,0.086411640048027,105728000.0,0.0932564288377761,175884800.0,0.0983894914388656,469033600.0,,,,,0.0289922749866471,1,1980,12,17,2,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-18,0.0911176353693008,0.0915453860806678,0.0911176353693008,0.0911176353693008,73449600,0.0,0.0,0.0004277507113669,0.0,0.0289922749866471,0.0915451109409332,0.0914975998946178,,0.0936346353677914,,0.0955532399032329,,0.0971214711299534,,0.0977309081001598,,0.098053818650832,0.0046173030884068,,,,,-0.0019213634164265,-0.0008708989168377,-0.0010504644995888,,,,,,,0.0289922749866471,,,,,,,0.0885503590106964,86441600.0,0.086411640048027,105728000.0,0.0932564288377761,175884800.0,,,,,0.0610292141968316,1,1980,12,18,3,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-19,0.0966784730553627,0.09710622969892,0.0966784730553627,0.0966784730553627,48630400,0.0,0.0,0.0004277566435573,0.0,0.0610292141968316,0.0912029072642326,0.0932245576148661,,0.0941880604018953,,0.0956604049653405,,0.09710409865644,,0.097710067802243,,0.0980401336200313,0.0040061919779415,,,,,-0.0015806991002925,-0.0010128589535286,-0.0005678401467638,,,,,,,0.0610292141968316,-0.0173902553868376,,,,,,0.0911176353693008,73449600.0,0.0885503590106964,86441600.0,0.086411640048027,105728000.0,0.0983894914388656,469033600.0,,,0.0486692126558603,1,1980,12,19,4,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-22,0.101383738219738,0.1018122600552863,0.101383738219738,0.101383738219738,37363200,0.0,0.0,0.0004285218355483,0.0,0.0486692126558603,0.092828369140625,0.0959442844831567,,0.0954963654596848,,0.0962054843229022,,0.0972719276589223,,0.0977828137511043,,0.0980734033175408,0.0061322922547371,,,,,-0.0009204344053051,-0.0009943740438839,7.393963857879647e-05,,,,,,,0.0486692126558603,0.0871501244820305,,,,,,0.0966784730553627,48630400.0,0.0911176353693008,73449600.0,0.0885503590106964,86441600.0,0.0932564288377761,175884800.0,,,0.0421993173614982,1,1980,12,22,0,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-23,0.1056620627641677,0.1060898193752121,0.1056620627641677,0.1056620627641677,46950400,0.0,0.0,0.0004277566110443,0.0,0.0421993173614982,0.0966784536838531,0.0991835439101604,,0.0973446740604999,,0.0971061108411179,,0.0976009525650104,,0.0979388384840363,,0.098148912366761,0.007068124893053,,,,,-5.1352878277372005e-05,-0.0008057698107626,0.0007544169324852,,,,,,,0.0421993173614982,0.222775805498443,,,,,,0.101383738219738,37363200.0,0.0966784730553627,48630400.0,0.0911176353693008,73449600.0,0.086411640048027,105728000.0,,,0.0526278120527252,1,1980,12,23,1,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-24,0.1112228259444236,0.1116505824074209,0.1112228259444236,0.1112228259444236,48003200,0.0,0.0,0.0004277564629973,0.0,0.0526278120527252,0.1012129470705986,0.1031966379215815,,0.0998679744030315,,0.0984505598985756,,0.0981351436779286,,0.0982018877406776,,0.098279001059076,0.0077861776257873,,,,,0.0010737303140101,-0.000429869785808,0.0015036000998182,,,,,,,0.0526278120527252,0.2560403728119109,,,,,,0.1056620627641677,46950400.0,0.101383738219738,37363200.0,0.0966784730553627,48630400.0,0.0885503590106964,86441600.0,,,0.0923094236865771,1,1980,12,24,2,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-26,0.1214897409081459,0.121917497593137,0.1214897409081459,0.1214897409081459,55574400,0.0,0.0,0.0004277566849911,0.0,0.0923094236865771,0.1072873681783676,0.109294338917103,0.0994162395596504,0.1037992046766887,,0.1006447676137728,,0.0990510102359763,,0.0986630333479542,,0.0985099536943902,0.0095817318253634,0.0109141241194735,,,,0.0027619826661675,0.000208500704587,0.0025534819615805,,,,,,,0.0923094236865771,0.3333285089735545,,,,,,0.1112228259444236,48003200.0,0.1056620627641677,46950400.0,0.101383738219738,37363200.0,0.0911176353693008,73449600.0,,,0.0140832770506358,1,1980,12,26,4,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
