fiscal_year,fiscal_quarter,close_first,close_last,close_max,close_min,close_mean,close_std,volume_sum,volume_mean,price_range_mean,volatility_20d_mean,rsi_14_mean,return_1d_mean,return_1d_std,revenue_mac,revenue_services,revenue_wearables_other,revenue_ipad,revenue_iphone,revenue_total,share_mac,share_services,share_wearables_other,share_ipad,share_iphone
1981,Q1,0.0983894914388656,0.1167844235897064,0.1232007145881652,0.086411640048027,0.10418107303289263,0.01315453706325603,1344851200,103450092.3076923,0.00042781367905280767,,,0.015526723399609116,0.04993938948757272,,,,,,,,,,,
1981,Q2,0.1180677190423011,0.083845131099224,0.1180677190423011,0.074006013572216,0.0945464885763583,0.011334867390018186,1631324800,26311690.322580647,0.0005933728766715146,0.00631860316349529,43.70058067433932,-0.004776937411991359,0.03350768858207403,,,,,,,,,,,
1981,Q3,0.0829895809292793,0.0889781489968299,0.1133616268634796,0.0829895809292793,0.09925195941376304,0.00773040567864582,2077913600,32982755.555555556,0.0005771639918531874,0.004789778195735239,55.89023747969009,0.0013837854865085208,0.030000194226419537,,,,,,,,,,,
1981,Q4,0.0881226137280464,0.0521890148520469,0.0894058644771575,0.0487669967114925,0.07414646947290743,0.01122291038426075,1959731200,30620800.0,0.0005280443870042125,0.005890389553963772,32.90499456346815,-0.0076302480667134924,0.036473957343250304,,,,,,,,,,,
1982,Q1,0.0521890148520469,0.0757169872522354,0.078284278512001,0.0521890148520469,0.06550390832126135,0.004895613821890542,2527974400,39499600.0,0.0005012863986052218,0.0036019222449839624,56.16947048494687,0.006339585770888914,0.03221325256660473,,,,,,,,,,,
1982,Q2,0.0752892643213272,0.0577505826950073,0.0752892643213272,0.0483392365276813,0.06281482386252567,0.005888021112584301,2672297600,43101574.19354839,0.0004967582856709919,0.003719575708723068,38.539478790944,-0.0037787670802606806,0.034378064099189067,,,,,,,,,,,
1982,Q3,0.0607448704540729,0.0436339527368545,0.0607448704540729,0.0436339527368545,0.05054612049744238,0.005117330038060545,3797136000,60272000.0,0.000482095894678373,0.0024825429559100585,39.585408581683474,-0.0041651765967928535,0.02351200817633501,,,,,,,,,,,
1982,Q4,0.043206188827753,0.0624558813869953,0.0645946487784385,0.0376446321606636,0.051888510293792885,0.00877696644030326,5237769600,81840150.0,0.00046117169941900315,0.0034305379348832142,57.88905927158486,0.0061376029196774816,0.032500004271960474,,,,,,,,,,,
1983,Q1,0.0633113980293273,0.1022400334477424,0.115928940474987,0.0633113980293273,0.09647799574304367,0.013552931854354675,9657804800,150903200.0,0.004752400077603421,0.006947499258204694,63.16813031164501,0.008458304455371815,0.038599436186705915,,,,,,,,,,,
1983,Q2,0.097533993422985,0.1445899903774261,0.1646959632635116,0.0941119268536567,0.13882516762093888,0.01955450879627038,10380652800,164772266.66666666,0.006016100831850505,0.008433568550962016,57.71315578098616,0.006065629406118137,0.03365363272716124,,,,,,,,,,,
1983,Q3,0.140740156173706,0.1672624349594116,0.2147461324930191,0.1347507983446121,0.17871061322234924,0.020506718400735327,8230723200,130646400.0,0.006722293927377284,0.009887833281208538,57.215032671129485,0.002804696403817629,0.031705913116095955,,,,,,,,,,,
1983,Q4,0.168545663356781,0.0791397839784622,0.168545663356781,0.0778565555810928,0.1215366935357451,0.023217430408335196,14100979200,220327800.0,0.006416736512163278,0.011350424655080791,33.668443464605176,-0.01024593789321323,0.05098985995976049,,,,,,,,,,,
1984,Q1,0.0791397839784622,0.0834173485636711,0.0855561196804046,0.0611726269125938,0.07395188202933656,0.00587970925338428,11800656000,187312000.0,0.004250621727820046,0.006374784389964527,50.48744468251723,0.0018231871225594049,0.044530371538505725,,,,,,,,,,,
