# TritonBench Detailed Performance Data Export
# Export Date: 2025-12-18T03:42:39.646Z
# Selected Operators: _addmm_bwd, _addmm_fwd, _flash_attention_bwd, _flash_attention_fwd, _flex_attention_bwd, _flex_attention_fwd, _gdpa_bwd, _gdpa_fwd, _gemm_blockwise_fwd, _gemm_bwd, _gemm_fwd, _grouped_gemm_fwd, _jagged_mean_fwd, _jagged_softmax_fwd, _jagged_sum_fwd, _ragged_attention_bwd, _ragged_attention_fwd, _softmax_bwd, _softmax_fwd, addmm, addmm_bwd, addmm_fwd, bf16_flash_attention, bf16_flash_attention_bwd, bf16_flash_attention_fwd, bf16_flex_attention, bf16_flex_attention_bwd, bf16_flex_attention_fwd, bf16_gdpa, bf16_gdpa_bwd, bf16_gdpa_fwd, bf16_grouped_gemm, bf16_grouped_gemm_fwd, bf16_ragged_attention, bf16_ragged_attention_bwd, bf16_ragged_attention_fwd, bf16xint16_gemm, bf16xint16_gemm_fwd, cross_entropy, cross_entropy_bwd, cross_entropy_fwd, embedding, embedding_bwd, embedding_fwd, flash_attention, flash_attention_bwd, flash_attention_fwd, flex_attention, flex_attention_bwd, flex_attention_fwd, fp16_addmm, fp16_addmm_bwd, fp16_addmm_fwd, fp16_gemm, fp16_gemm_bwd, fp16_gemm_fwd, fp16_grouped_gemm_fwd, fp16_softmax, fp16_softmax_bwd, fp16_softmax_fwd, fp32_jagged_mean, fp32_jagged_mean_fwd, fp32_jagged_softmax, fp32_jagged_softmax_fwd, fp32_jagged_sum, fp32_jagged_sum_fwd, fp8_gemm_blockwise, fp8_gemm_blockwise_fwd, fused_linear_cross_entropy, fused_linear_cross_entropy_bwd, fused_linear_cross_entropy_fwd, fused_linear_jsd, fused_linear_jsd_bwd, fused_linear_jsd_fwd, gather_gemv, gather_gemv_fwd, gdpa, gdpa_bwd, gdpa_fwd, geglu, geglu_bwd, geglu_fwd, gemm, gemm_bwd, gemm_fwd, grouped_gemm, grouped_gemm_fwd, int4_gemm, int4_gemm_fwd, jagged_mean, jagged_mean_fwd, jagged_softmax, jagged_softmax_fwd, jagged_sum, jagged_sum_fwd, jsd, jsd_bwd, jsd_fwd, kl_div, kl_div_bwd, kl_div_fwd, launch_latency, launch_latency_fwd, layer_norm, layer_norm_bwd, layer_norm_fwd, low_mem_dropout, low_mem_dropout_fwd, ragged_attention, ragged_attention_bwd, ragged_attention_fwd, rms_norm, rms_norm_bwd, rms_norm_fwd, rope, rope_bwd, rope_fwd, softmax, softmax_bwd, softmax_fwd, sum, sum_fwd, swiglu, swiglu_bwd, swiglu_fwd, template_attention, template_attention_fwd, vector_add, vector_add_fwd, vector_exp, vector_exp_bwd, vector_exp_fwd, welford, welford_fwd, xint16_gemm_fwd
# Selected Hardware: AMD, AMD MI350, NVIDIA H100, a2-highgpu-1g, a2-highgpu-4g, a3-highgpu-1g, a3-ultragpu-8g, a4-highgpu-8g, amd-mi350-runner, aws.g4dn.4xlarge, aws.g5.2xlarge, aws.g5.4xlarge, aws.g6.4xlarge, aws.g6e.2xlarge, g2-standard-16, g5.2xlarge, gcp-h100-runner
# Total Data Points: 12527
#
Kernel Name,Target Instance,CPU,GPU,Triton Version,CUDA Version,PyTorch Version,Latency (μs),Peak GPU Memory (MB),Peak CPU Memory (MB),Compile Time (s),Hardware Frequency (MHz),Test Status,Timestamp,Input Shapes,Output Shapes,Implementation,Op Gflops,Op Gbytes,Warmup Iterations,Iterations,Block M,Block N,Block K,Num Warps,Cluster Size,Pipeline Stages,Grid Size,Access Group,
"welford_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",2500.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373949","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"vector_exp_bwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",220.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373944","[""unknown""]","[""unknown""]","bwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"vector_exp_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",40.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373939","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"vector_add_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",70.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373933","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"template_attention_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",3845.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373925","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"swiglu_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",7210.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373920","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"swiglu_bwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",13760.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373915","[""unknown""]","[""unknown""]","bwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"sum_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",0.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373910","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"softmax_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",0.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373905","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"softmax_bwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",0.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373901","[""unknown""]","[""unknown""]","bwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"rope_fwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",0.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373888","[""unknown""]","[""unknown""]","fwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
"rope_bwd","NVIDIA H100","unknown","NVIDIA H100","unknown","unknown","unknown",0.0000,,,0.0000,"","pass","2025-12-17T20:04:34.373883","[""unknown""]","[""unknown""]","bwd",,,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[""public""]"
