Index,Raw_Data,Spline_Fixed_Java,Spline_Auto_Java
0,64.0,64.00060066810006,64.00045829334195
1,65.0,64.99999246193723,64.99999560649412
2,65.0,64.99640761537714,64.99725699626228
3,63.0,62.99945630740088,62.99957502527515
4,64.0,64.0171992084476,64.01316190918796
5,74.0,73.9655377356401,73.97363881590123
6,70.0,70.0416777330103,70.03186510770911
7,87.0,86.9868266726964,86.98994164696927
8,90.0,89.95002851847278,89.96178635706569
9,66.0,66.07673350298292,66.05868031067389
10,86.0,85.95319494513055,85.9641731533781
11,92.0,92.03848408233752,92.02946233889497
12,105.0,104.94527591652457,104.95815085192947
13,81.0,81.0267390642616,81.02045323654451
14,68.0,68.01259000095783,68.00961020077574
15,69.0,68.98449940515206,68.9881525168312
16,66.0,66.00175161274365,66.00134543083557
17,67.0,67.00603514094159,67.00459960466728
18,77.0,77.01425081683198,77.01090256271206
19,91.0,90.96601155217925,90.97402299892595
20,80.0,80.00536597378023,80.00410128132287
21,72.0,72.02920042994509,72.0223207400122
22,86.0,85.97446756521828,85.98046639891395
23,92.0,92.02016347332385,92.01543059419521
24,103.0,102.97853821252487,102.98359615827721
25,98.0,97.99351031010458,97.99502750685772
26,92.0,92.04521382791998,92.03457514813414
27,111.0,110.95006224368844,110.96180606460946
28,105.0,105.02784582228473,105.02131457619997
29,108.0,107.98284461387783,107.98686367695734
30,107.0,107.02326324665853,107.01777842936932
31,118.0,118.00282878562672,118.00218945021408
32,118.0,117.93103305880392,117.94725291969417
33,79.0,79.0939509123836,79.07185289139127
34,89.0,88.93647946341922,88.9514011735016
35,78.0,78.027246797269,78.02085721236298
36,83.0,82.99946869582975,82.99958226950636
37,95.0,94.99051858904203,94.99274279444421
38,106.0,106.02492484586824,106.01907123890528
39,124.0,123.95897668257196,123.96862467130615
40,115.0,115.0302421470855,115.0231440345431
41,114.0,113.97573030536371,113.98141891753804
42,105.0,105.03506726115556,105.02682194876941
43,113.0,112.97264943156945,112.9790821636508
44,104.0,103.99866704585406,103.99900644092861
45,90.0,89.99242649636987,89.99417959263282
46,85.0,85.05895894915008,85.04507493818576
47,116.0,115.94929296232974,115.96124919082534
48,111.0,110.96666415582334,110.97451167538831
49,83.0,83.08331967419785,83.06370924276989
50,101.0,100.93464741044885,100.9500086682343
51,94.0,94.03147229720204,94.02407749941992
52,101.0,101.00831120614848,101.00635882568317
53,108.0,107.94823219752185,107.96041474895742
54,87.0,87.05651355121985,87.04321676642877
55,97.0,96.97867667730154,96.98367711757008
56,102.0,101.99569835100608,101.99673519066809
57,102.0,101.99356676707443,101.99506054488934
58,104.0,104.04102787881236,104.03137800170069
59,126.0,125.94883698852716,125.96087551908313
60,117.0,117.02069192482635,117.01584661072035
61,112.0,111.99067270899322,111.99283294585935
62,111.0,111.0421361868595,111.03224018049903
63,130.0,129.932855420019,129.94863972728876
64,114.0,114.06292819007881,114.04814537450801
65,121.0,120.94835329417097,120.96048560423374
66,103.0,103.02962333130948,103.02267509356219
67,99.0,98.98527066694898,98.98871056837892
68,98.0,98.02972376142061,98.0227338340773
69,114.0,113.9719866437739,113.9785875207922
70,111.0,110.98926440724053,110.99179532041374
71,100.0,100.03458045599128,100.02643025317516
72,110.0,109.98691223995328,109.98999164687588
73,112.0,111.983882924183,111.98768500970685
74,99.0,99.01664443698252,99.01273047070491
75,91.0,90.98813335802893,90.99091980669056
76,80.0,80.00893058137841,80.00682801652768
77,78.0,78.00416133197812,78.00318272940659
78,82.0,81.98694783890073,81.9900124844835
79,82.0,82.02195149809899,82.01679727492096
80,90.0,89.96792046960098,89.97546039493058
81,81.0,81.02968403112779,81.02271061336334
82,84.0,83.97745910386192,83.98275102982863
83,78.0,78.01600406252386,78.01224891856745
84,80.0,79.98815441228783,79.99093214356996
85,80.0,80.01366703782381,80.01045411053855
86,88.0,87.99168741753694,87.99364041291955
87,91.0,91.00057251248505,91.00044185569048
88,90.0,89.99876719068186,89.99906500509992
89,85.0,84.98875303728501,84.99138923111812
90,78.0,78.03151773759433,78.02410405271499
91,90.0,89.96787243899723,89.97543229367902
92,89.0,89.01130454417662,89.00864440706492
93,97.0,97.02088908589474,97.01596190160807
94,117.0,116.97972992702081,116.98450712750088
95,117.0,116.99099442409465,116.99312817230654
