Index,Raw_Data,Spline_Fixed_Java,Spline_Auto_Java
0,64.0,62.470294306930754,62.218909331217056
1,65.0,63.51062573463814,64.34631787845726
2,65.0,64.70392773165246,66.49153733238529
3,63.0,66.35210829381681,68.67891542090443
4,64.0,68.78668264380907,70.91788449859406
5,74.0,72.00395517492544,73.16108776582448
6,70.0,75.52156201608112,75.29198957798003
7,87.0,79.05674377869887,77.20244341278674
8,90.0,81.77458487259331,78.73138285219073
9,66.0,83.6344953297092,79.81571704401037
10,86.0,85.41842669473203,80.50504130754194
11,92.0,86.14488097937635,80.71079379164154
12,105.0,84.89051752588342,80.3993622320898
13,81.0,81.31750757855691,79.65002642675088
14,68.0,77.09897062911215,78.78807255116804
15,69.0,73.87627541140873,78.152286516617
16,66.0,72.38089359639513,77.9735735088618
17,67.0,72.85666931387892,78.39131584850033
18,77.0,74.90935733402813,79.42516012104177
19,91.0,77.55904549562291,80.98083975351028
20,80.0,80.03488590404064,82.9398365717195
21,72.0,82.91012611509646,85.2838240039479
22,86.0,86.75452509420143,87.96507711275673
23,92.0,91.04682919525689,90.80303272066772
24,103.0,95.19033226274406,93.59747687907482
25,98.0,98.68364522161846,96.16016531216538
26,92.0,101.8063457705612,98.39687897533597
27,111.0,104.76964708609154,100.23179717086155
28,105.0,106.80412776767268,101.52513041126366
29,108.0,107.76340170615862,102.24477123735517
30,107.0,107.32067001563614,102.39336088583623
31,118.0,105.17279363957618,102.03109288103339
32,118.0,100.98456651988609,101.26422713841474
33,79.0,95.70350323451564,100.3587126446379
34,89.0,91.97866170942599,99.74785611497633
35,78.0,90.78874954712674,99.65137713825709
36,83.0,92.81460817918494,100.18151674215731
37,95.0,97.45820408245493,101.23400218297147
38,106.0,103.14004291587256,102.53274554957241
39,124.0,108.03480993012828,103.73931890900325
40,115.0,110.60318608432513,104.54996687281127
41,114.0,110.90237134455339,104.86354086345368
42,105.0,109.42924706847074,104.68339263465944
43,113.0,106.99045747927943,104.1042385315229
44,104.0,103.94972209333457,103.22396097279177
45,90.0,101.27171467906332,102.2293999918985
46,85.0,99.9261367955594,101.31515601254752
47,116.0,99.75551853401026,100.55353545852422
48,111.0,99.10977630604744,99.85369319348847
49,83.0,97.96327466990138,99.2792487265149
50,101.0,97.4794005531977,99.00528463474316
51,94.0,97.3252134165719,99.04409100804779
52,101.0,97.51983266533964,99.42790508995579
53,108.0,97.74985636315934,100.13852321391364
