Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Dew Point,Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction
﻿20230601eno6wxyybhe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01,12.2777777777778,10.3333333333333,1023.3667558,,88,0,0,0.0,360,1.7,
20230601mbz8ywoynre67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 00:15:00,12.1111111111111,10.3333333333333,1023.23130024,,89,0,0,0.9,360,2.6,
20230601qm998qoynce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 00:30:01,12.0555555555556,10.2777777777778,1023.12970857,,89,0,0,0.0,360,1.7,
20230601tbzn5xeynwe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 00:45:01,11.8333333333333,10.0555555555556,1023.26516413,,89,0,0,0.0,360,1.7,
20230601u6rtmfyynhe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 01:00:00,11.5,9.72222222222222,1023.33289191,,89,0,0,0.9,360,2.6,
20230601zxc4shoydre67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 01:15:01,11.6666666666667,9.94444444444444,1023.3667558,,89,0,0,0.0,360,2.6,
202306014s995xoydce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 01:30:01,11.6111111111111,9.83333333333333,1023.3667558,,89,0,0,0.0,360,3.5,
20230601781nemeydwe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 01:45:00,11.3888888888889,9.66666666666667,1023.29902802,,89,0,0,0.9,360,2.6,
20230601y1tc19oyrye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 02:00:00,11.3333333333333,9.61111111111111,1023.33289191,,89,0,0,0.9,360,4.3,
20230601dj973zoyree67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 02:15:00,11.2777777777778,9.72222222222222,1023.26516413,,90,0,0,0.0,360,2.6,
2023060183bxwkyyroe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 02:30:00,11.2222222222222,9.66666666666667,1023.09584468,,90,0,0,0.9,360,4.3,
20230601jsp6ireyrae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 02:45:00,11.1666666666667,9.61111111111111,1023.19743635,,90,0,0,0.9,360,4.3,
20230601pcu8rtoyfye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 03:00:00,11.0555555555556,9.33333333333333,1023.12970857,,89,0,0,0.9,360,2.6,
20230601xebhezayfee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 03:15:00,10.8888888888889,9.33333333333333,1023.09584468,,90,0,0,0.9,360,3.5,
202306011emyeyayfoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 03:30:00,10.9444444444444,9.33333333333333,1023.12970857,,90,0,0,0.9,360,3.5,
20230601sdwidioyfae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 03:45:01,10.7777777777778,9.22222222222222,1023.06198079,,90,0,0,0.9,360,3.5,
20230601aieyyhaygye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 04:00:00,10.8888888888889,9.27777777777778,1023.26516413,,90,0,0,0.0,360,2.6,
20230601533t9myygee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 04:15:00,11,9.44444444444444,1023.29902802,,90,0,0,0.9,360,2.6,
202306019dc7joyygoe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 04:30:01,11.3333333333333,9.77777777777778,1023.3667558,,90,0,0,0.0,360,1.7,
20230601bwrwqroyghe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 04:45:00,11.5,9.94444444444444,1023.46834747,,90,0,0,0.9,360,3.5,
20230601rhu4ogey8re67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 05:00:00,11.7222222222222,10.1666666666667,1023.50221136,,90,0,0,0.9,360,3.5,
2023060187w5t6ey8ce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 05:15:00,11.8333333333333,10.1111111111111,1023.46834747,,89,0,0,0.9,360,3.5,
20230601ku5hcuey8we67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 05:30:00,11.9444444444444,10,1023.56993914,,88,0,0,0.9,360,4.3,
20230601p6bad7oy8he67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 05:45:00,12.1111111111111,10.1666666666667,1023.50221136,,88,0,0,0.9,360,4.3,
20230601tcx835yyere67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 06:00:00,12.3333333333333,10.3888888888889,1023.50221136,,88,0,0,0.9,360,3.5,
20230601wdr9okayece67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 06:15:00,12.7222222222222,10.6111111111111,1023.50221136,,87,0,0,0.9,360,3.5,
202306013ejacyeyewe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 06:30:00,13.5555555555556,11.1111111111111,1023.40061969,,85,0,0,0.0,360,4.3,
202306015ndtcxoyehe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 06:45:00,14.4444444444444,11.2222222222222,1023.7053947,,81,0,0,0.9,360,3.5,
202306017unk6peyjre67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 07:00:00,15,11.5555555555556,1023.60380303,,80,0,0,1.7,13,3.5,
20230601ydkj6soyjoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 07:15:00,15.2222222222222,11.3888888888889,1023.84085026,,78,0,0,0.9,19,1.7,
20230601dnpnsweyjae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 07:30:00,15.9444444444444,11.9444444444444,1023.73925859,,77,0,0,0.9,71,3.5,
20230601g3ui6ueykye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 07:45:01,15.7777777777778,11.5555555555556,1023.90857804,,76,0,0,1.7,42,4.3,
20230601jkjixuaykee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 08:00:00,16.2777777777778,11.8333333333333,1023.7053947,,75,0,0,0.9,46,5.2,
20230601q6sdbzoykoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 08:15:00,17.0555555555556,12,1023.56993914,,72,0,0,0.9,44,5.2,
20230601o8731byykae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 08:30:01,17.6111111111111,12.2777777777778,1023.73925859,,71,0,0,0.9,25,5.2,
20230601ufo857aymye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 08:45:00,18.2222222222222,12.6666666666667,1023.90857804,,70,0,0,0.9,61,4.3,
20230601iaq49qoymee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 09:00:01,18.7777777777778,12.5,1023.67153081,,67,0,0,0.9,21,4.3,
20230601a96qymoymoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 09:15:01,19.5,13.2222222222222,1023.50221136,,67,0,0,0.9,45,5.2,
202306015t3rzyaymae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 09:30:00,19.8888888888889,13.3333333333333,1023.40061969,,66,0,0,1.7,42,6.1,
202306019b1hk1aycye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 09:45:00,20.2777777777778,13.5,1023.40061969,,65,0,0,1.7,50,5.2,
20230601b661akeycce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 10:00:00,19.6666666666667,12.6666666666667,1023.23130024,,64,0,0,1.7,57,7.8,
20230601rudj4reycwe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 10:15:00,20.2777777777778,13.5,1023.12970857,,65,0,0,1.7,36,7.8,
20230601m8u5npoypre67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 10:45:00,21.3888888888889,14.3333333333333,1023.0281169,,64,0,0,1.7,68,6.1,
20230601xkzefxyypce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 11:00:00,21.9444444444444,14.8333333333333,1022.96038912,,64,0,0,1.7,50,6.1,
20230601tt3dstaypwe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 11:15:01,21.7777777777778,14.4444444444444,1022.92652523,,63,0,0,2.6,20,8.7,
20230601wqifc7oyphe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 11:30:01,22.1111111111111,14,1022.75720578,,60,0,0,0.9,39,5.2,
