Index,Raw_Data,Spline_Fixed_Java,Spline_Auto_Java
0,64.0,65.83333333333333,64.0
1,65.0,66.42857142857143,64.70760233918128
2,65.0,69.0,64.41520467836257
3,63.0,71.33333333333333,63.877192982456144
4,64.0,70.8,66.63157894736842
5,74.0,72.18181818181819,69.90643274853801
6,70.0,74.72727272727273,76.14035087719299
7,87.0,78.36363636363636,82.90643274853801
8,90.0,79.81818181818181,82.10526315789475
9,66.0,80.27272727272727,78.86549707602339
10,86.0,80.72727272727273,81.90643274853801
11,92.0,80.0,94.046783625731
12,105.0,79.72727272727273,94.1812865497076
13,81.0,78.81818181818181,84.21637426900585
14,68.0,78.9090909090909,72.09356725146199
15,69.0,80.18181818181819,67.83040935672514
16,66.0,78.9090909090909,67.16959064327486
17,67.0,78.36363636363636,69.63157894736842
18,77.0,77.18181818181819,78.16959064327486
19,91.0,79.18181818181819,83.69005847953217
20,80.0,81.9090909090909,80.87719298245614
21,72.0,84.0,78.4327485380117
22,86.0,88.0909090909091,83.66081871345028
23,92.0,91.54545454545455,93.46198830409357
24,103.0,94.36363636363636,98.3216374269006
25,98.0,95.81818181818181,97.70760233918128
26,92.0,99.27272727272727,99.30994152046785
27,111.0,103.45454545454545,103.69005847953215
28,105.0,102.81818181818181,107.63157894736841
29,108.0,102.54545454545455,106.83040935672514
30,107.0,100.27272727272727,110.50877192982456
31,118.0,98.9090909090909,114.78362573099416
32,118.0,99.18181818181819,106.59649122807018
33,79.0,98.72727272727273,93.32748538011697
34,89.0,100.45454545454545,82.85964912280703
35,78.0,101.0909090909091,82.67836257309942
36,83.0,101.72727272727273,85.046783625731
37,95.0,100.54545454545455,94.70760233918129
38,106.0,100.0909090909091,108.046783625731
39,124.0,102.36363636363636,116.10526315789474
40,115.0,102.45454545454545,117.33918128654972
41,114.0,103.0909090909091,111.6608187134503
42,105.0,106.0909090909091,109.97076023391813
43,113.0,107.54545454545455,108.02923976608187
44,104.0,105.45454545454545,102.53801169590643
45,90.0,103.36363636363636,92.63157894736842
46,85.0,101.45454545454545,95.52631578947368
47,116.0,100.27272727272727,105.47368421052632
48,111.0,100.54545454545455,104.27485380116958
49,83.0,98.18181818181819,96.45029239766082
50,101.0,97.54545454545455,93.69005847953217
51,94.0,98.63636363636364,98.09356725146198
52,101.0,100.18181818181819,101.00000000000001
53,108.0,99.0909090909091,99.81286549707602
54,87.0,100.45454545454545,96.06432748538012
55,97.0,103.54545454545455,95.53801169590642
56,102.0,104.54545454545455,100.53801169590643
57,102.0,106.0909090909091,102.58479532163743
58,104.0,108.72727272727273,109.84795321637428
59,126.0,109.27272727272727,116.9356725146199
60,117.0,112.36363636363636,118.16959064327486
61,112.0,112.9090909090909,113.16959064327486
62,111.0,112.63636363636364,116.84795321637426
63,130.0,112.27272727272727,119.76608187134502
64,114.0,113.18181818181819,120.72514619883042
65,121.0,111.81818181818181,113.69005847953217
66,103.0,110.27272727272727,107.09356725146199
67,99.0,110.0909090909091,99.87719298245614
68,98.0,110.18181818181819,102.97076023391813
69,114.0,107.36363636363636,108.44444444444444
70,111.0,105.27272727272727,108.66081871345028
71,100.0,101.54545454545455,106.14035087719297
72,110.0,99.27272727272727,107.6608187134503
73,112.0,97.72727272727273,107.61403508771932
74,99.0,96.27272727272727,100.46198830409357
75,91.0,94.0909090909091,90.12280701754386
76,80.0,91.36363636363636,82.63157894736842
77,78.0,89.9090909090909,79.75438596491229
78,82.0,87.0,80.83040935672516
79,82.0,84.0909090909091,84.33918128654972
80,90.0,82.36363636363636,85.02923976608189
81,81.0,82.0909090909091,84.50877192982456
82,84.0,83.0909090909091,81.36842105263158
83,78.0,84.18181818181819,80.33918128654972
84,80.0,84.45454545454545,79.41520467836257
85,80.0,84.0909090909091,82.3391812865497
86,88.0,84.0909090909091,86.53801169590643
87,91.0,84.81818181818181,89.83040935672514
88,90.0,86.0,88.83040935672516
89,85.0,89.54545454545455,84.41520467836257
