"02/02/2026","-28.67","*","","QUICK CHEK CORPORATI PLAINFIELD NJ"
"02/02/2026","-25.00","*","","WAVE CAR WASH AND LUBE PLAINFIELD NJ"
"02/01/2026","-393.00","*","","LTF*LIFE TIME MO DUES CHANHASSEN MN"
"01/31/2026","-75.00","*","","PHO TODAY S PLAINFIELD NJ"
"01/31/2026","-18.77","*","","FEDEX OFFIC99800009985 SOUTH PLAINFINJ"
"01/30/2026","-8.76","*","","WALGREENS #5248 PLAINFIELD NJ"
"01/28/2026","-18.12","*","","HOMESENSE #0028 WATCHUNG NJ"
"01/28/2026","-3455.00","*","","BPS*BILT RENT NEW YORK NY"
"01/28/2026","-20.24","*","","STAPLES 00100453 WATCHUNG NJ"
"01/26/2026","-29.82","*","","IC* INSTACART*1102 SAN FRANCISCOCA"
"01/26/2026","-12.06","*","","IC* INSTACART*1102 SAN FRANCISCOCA"
"01/24/2026","-106.52","*","","ONEQUINCE* Q19666339 SAN FRANCISCOCA"
"01/24/2026","-190.72","*","","H MART EDISON LLC EDISON NJ"
"01/19/2026","-210.58","*","","HAMPTON INN RUTLAND RUTLAND VT"
"01/19/2026","-78.90","*","","YES ASIAN BISTRO WARREN NJ"
"01/18/2026","-67.69","*","","HAMPTON INN RUTLAND RUTLAND VT"
"01/18/2026","-15.35","*","","PANERA BREAD #601517 K RUTLAND VT"
"01/18/2026","-50.10","*","","SQ *THE ROLLIN ROOSTER KILLINGTON VT"
"01/17/2026","-18.11","*","","KFC C029045 RUTLAND VT"
"01/17/2026","-40.70","*","","SQ *K-1 FOOD COURT KILLINGTON VT"
"01/16/2026","-17.79","*","","CHICK-FIL-A #04353 WATCHUNG NJ"
"01/15/2026","2050.00","*","","ONLINE ACH PAYMENT REF #G5F22JPPWV"
"01/15/2026","-35.52","*","","ROVER.COM* PET SVCS. SEATTLE WA"
"01/14/2026","-82.20","*","","IC* INSTACART 8882467822 CA"
"01/13/2026","3600.00","*","","ONLINE ACH PAYMENT REF #G5F22JJGWW"
"01/12/2026","840.62","*","","YELL LAKE HOTEL DEPOSI GREENWOOD VILCO"
"01/11/2026","-16.29","*","","QUICK CHEK CORPORATI PLAINFIELD NJ"
"01/10/2026","3000.00","*","","ONLINE ACH PAYMENT REF #G5F22JCTBS"
"01/10/2026","-678.98","*","","YELL GRANT VILLAGE DEP GREENWOOD VILCO"
"01/10/2026","-840.62","*","","YELL LAKE HOTEL DEPOSI GREENWOOD VILCO"
"01/10/2026","-692.97","*","","PELICAN SWIM AND SKI C WHITEHOUSE NJ"
"01/09/2026","-25.00","*","","CITY CLERK MANHATTAN NEW YORK NY"
"01/09/2026","-13.85","*","","MICROSOFT*MICROSOFT 36 REDMOND WA"
"01/09/2026","-248.19","*","","UEP*AUGUST GATHERINGS NEW YORK NY"
"01/08/2026","7.45","*","","AMAZON RETA* QL2YU7083 SEATTLE WA"
"01/08/2026","-9.59","*","","AMAZON RETA* 5C7O03MF3 SEATTLE WA"
"01/07/2026","-107.19","*","","TRADER JOE S #601 WESTFIELD NJ"
"01/07/2026","-39.41","*","","AMAZON RETA* QL2YU7083 SEATTLE WA"
"01/07/2026","-4.27","*","","TARGET 00011551 WATCHUNG NJ"
"01/05/2026","-20.23","*","","AMAZON RETA* D04S86NE3 SEATTLE WA"
"01/03/2026","-10.65","*","","HOMESENSE #0028 WATCHUNG NJ"
"01/02/2026","-35.00","*","","CITY CLERK MANHATTAN NEW YORK NY"
"01/02/2026","-32.04","*","","KINGS KITCHEN NEW YORK NY"
"01/01/2026","-53.98","*","","UBER *TRIP 8005928996 CA"
"01/01/2026","-84.00","*","","HOT SPACE EDISON NJ"
"01/01/2026","-146.78","*","","H MART EDISON LLC EDISON NJ"
"01/01/2026","-393.00","*","","LTF*LIFE TIME MO DUES CHANHASSEN MN"
"12/31/2025","-84.23","*","","IC* INSTACART*SUBSCRIP SAN FRANCISCOCA"
"12/30/2025","35.52","*","","ROVER.COM* PET SVCS. SEATTLE WA"
"12/30/2025","-32.12","*","","ONE MORE NOODLE HOUSE SOUTH SALT LAUT"
"12/30/2025","-40.00","*","","UNITED 01643576578910 HOUSTON TX"
"12/30/2025","-40.00","*","","UNITED 01643576578921 HOUSTON TX"
"12/29/2025","-21.26","*","","AMAZON RETA* DB30P18B3 SEATTLE WA"
"12/28/2025","-13.94","*","","SNOWBASIN RETAIL HUNTSVILLE UT"
"12/28/2025","50.00","*","","SQ *SNOWBIRD RESORT LL HOLLADAY UT"
"12/27/2025","-51.84","*","","ZHANGLIANG MALATANG SALT LAKE UT"
"12/27/2025","-48.92","*","","LYFT *1 RIDE 12-26 SAN FRANCISCOCA"
"12/27/2025","-20.56","*","","85C BAKERY CAFE SOUTH SALT LAUT"
"12/27/2025","-4.30","*","","SQ *SNOWBIRD - CENTER SNOWBIRD UT"
"12/26/2025","-54.47","*","","LYFT *1 RIDE 12-25 SAN FRANCISCOCA"
"12/26/2025","-24.86","*","","85C BAKERY CAFE SOUTH SALT LAUT"
"12/26/2025","-25.15","*","","BRIGHTON RESORT F & B BRIGHTON UT"
"12/26/2025","60.00","*","","SQ *SNOWBIRD RESORT LL HOLLADAY UT"
