Date,Predicted_Price,Lower_Bound,Upper_Bound
2016-01-04,17.822102719722928,11.044639590272476,24.03677716994275
2016-01-05,17.94084714532548,10.976225671206207,24.618454429390198
2016-01-06,17.948591623824445,11.025531572101327,24.220555013114115
2016-01-07,17.87866633947608,11.223052527247182,24.79160531195266
2016-01-08,17.96391602562225,11.513640982609898,24.751113047356565
2016-01-11,17.878961585406053,11.333872893918455,24.84201447229429
2016-01-12,17.887988044706898,11.066045190946033,24.58458999965698
2016-01-13,17.78458675992898,10.882785015812525,24.44172160631782
2016-01-14,17.603752983001396,10.676674122211269,24.0993638464237
2016-01-15,17.58002626570263,10.670240949883933,23.97994798876642
2016-01-19,17.12049769088659,9.59879617728879,23.87366206173774
2016-01-20,16.94181113083981,9.888319907519866,23.65950951570488
2016-01-21,16.696492042689737,10.219777543222573,23.759520247841696
2016-01-22,16.62004820509793,9.53100595488503,23.22360707840409
2016-01-25,16.15528268337026,9.923226556126343,23.529341789697888
2016-01-26,16.078967101129276,9.652484095030017,22.889254591533913
2016-01-27,15.913046846301404,9.41335006462716,22.707791108153362
2016-01-28,15.693236609805773,8.759974178546313,22.238697806715287
2016-01-29,15.654374101209532,8.987524778164033,22.421161438433042
2016-02-01,15.364999673988004,8.359451960689116,22.356190741407843
2016-02-02,15.363896507679824,9.149865333588126,22.809254451770343
2016-02-03,15.279156352333377,8.694039302959947,21.73462005646543
2016-02-04,15.144911043145985,8.477935978694285,21.876788903864156
2016-02-05,15.19436957412461,8.351840539938564,22.858795685974997
2016-02-08,15.170239790287054,8.221984610306595,21.697953198422397
2016-02-09,15.252471111181789,8.299539799556166,21.320839056396377
2016-02-10,15.246169148763009,7.698319512450046,21.559573792753586
2016-02-11,15.184248883265303,8.431043819301442,21.826262381047354
2016-02-12,15.298866211022185,8.312481599413639,22.250031068568713
2016-02-16,15.531488740181103,8.647799521226146,22.353787240986563
2016-02-17,15.54545100529827,9.146813510143492,23.00882386559087
2016-02-18,15.494433073462622,8.66881937450718,22.498068672298476
2016-02-19,15.610927987535472,8.852906572262011,22.406286687917532
2016-02-22,15.688968237832514,9.16791756491955,22.514047118159954
2016-02-23,15.773403373292586,9.067684290060528,22.366742673307616
2016-02-24,15.754737984495451,8.524489087392013,22.188742531733332
2016-02-25,15.667121757250223,9.185954777242912,22.391615623837573
2016-02-26,15.744175612228121,8.968087860540956,22.55416496769858
2016-02-29,15.698128801721664,9.351196968915673,22.15923116139935
2016-03-01,15.742872577823482,9.081222144060023,22.612209278090514
2016-03-02,15.686981616610097,8.635834219802234,22.326162680436557
2016-03-03,15.56544315103512,8.735621157441333,22.000984938001853
2016-03-04,15.612599981490453,8.900318289884835,22.555895852811044
2016-03-07,15.506285904839928,8.875248770397205,22.265019894557412
2016-03-08,15.541819976230384,8.870950954481428,22.55905315864215
2016-03-09,15.48234948045149,9.358044753876683,22.343596588278412
2016-03-10,15.36277683931113,9.019236850769836,22.336210852645003
2016-03-11,15.417238359561328,8.846815107306126,21.629054272722954
2016-03-14,15.361234907423759,8.207075767633134,22.331557575807285
2016-03-15,15.421370358288446,9.017183040016807,22.275738734941037
2016-03-16,15.38944527627498,8.603930153962033,21.949120135362705
2016-03-17,15.299722272569166,8.46677827687147,21.805683988682663
2016-03-18,15.385683755110296,9.19628396740245,22.041379130485844
2016-03-21,15.427664758221894,8.66245617758342,22.122294536409633
2016-03-22,15.519623393348429,9.212502651926144,22.40125651434587
2016-03-23,15.51821353356871,8.329416328904623,22.385396479857576
2016-03-24,15.457250461652906,8.59151700213473,22.072368516892585
2016-03-28,15.676102262877622,8.898769965109398,22.210246580244803
2016-03-29,15.783720277978745,9.17062200781382,22.491893664261845
2016-03-30,15.79496205532295,8.776186306394692,22.51325004492822
2016-03-31,15.743657189539793,9.026887886625298,22.429486725565763
2016-04-01,15.862970786209866,8.62609400270203,22.517790645942547
2016-04-04,15.973064357511655,8.691426658471944,22.804470141980612
2016-04-05,16.0770462817615,8.88870319822683,22.974465659338332
2016-04-06,16.082506561675025,9.277670164058316,22.779835623142443
2016-04-07,16.023469444495387,9.075885159482104,23.341801978149814
2016-04-08,16.133291546336615,9.615191469294544,22.65702106671159
2016-04-11,16.206130652635867,9.617191887603205,23.12529895296779
2016-04-12,16.295294045719153,9.847605877324012,23.325878213512393
2016-04-13,16.284962534206823,9.89183729252623,23.30477599250119
2016-04-14,16.209276208440055,9.751943923341607,22.89685054295304
2016-04-15,16.30169699694228,9.430972653255271,23.271249566054276
2016-04-18,16.318789379456796,9.68053224003764,23.363660402555684
2016-04-19,16.388514701298707,9.828355861033229,22.834351383150324
2016-04-20,16.358496305412263,9.280583318377436,22.86513765928181
