date_time,Raw_Data,Spline_Fixed_Python,Spline_Auto_Python
2017-03-14 14:36:00,64,63.98015716185644,63.98026962517463
2017-03-14 14:46:00,65,65.0845474685593,65.08411068407452
2017-03-14 14:56:00,65,64.85915973978327,64.8596841261065
2017-03-14 15:06:00,63,63.1146227482039,63.11479581658794
2017-03-14 15:16:00,64,63.95378919417608,63.95252102205801
2017-03-14 15:26:00,74,74.00750653587251,74.00934394724244
2017-03-14 15:36:00,70,70.0004823376514,69.99922328197874
2017-03-14 15:46:00,87,87.00270185020446,87.00217111293131
2017-03-14 15:56:00,90,89.99068138587745,89.99346201214028
2017-03-14 16:06:00,66,66.01420060621867,66.00985925371188
2017-03-14 16:16:00,86,85.98454201248717,85.98929971568755
2017-03-14 16:26:00,92,92.01406720206859,92.00967529971177
2017-03-14 16:36:00,105,104.98944425851879,104.99297309258586
2017-03-14 16:46:00,81,81.00368923519281,81.00147058536717
2017-03-14 16:56:00,68,68.0103662020991,68.01124547731922
2017-03-14 17:06:00,69,68.95112686244421,68.9509649833989
2017-03-14 17:16:00,66,66.11776150311412,66.11788608679674
2017-03-14 17:26:00,67,66.8418402102295,66.84176394657904
2017-03-14 17:36:00,77,77.1192946744645,77.11894888268046
2017-03-14 17:46:00,91,90.94892423573475,90.94943765066333
2017-03-14 17:56:00,80,80.01288732830412,80.01299438528706
2017-03-14 18:06:00,72,71.99990059889824,71.99884240780244
2017-03-14 18:16:00,86,85.99578175264924,85.99736863973688
2017-03-14 18:26:00,92,92.004249405203,92.0028662279525
2017-03-14 18:36:00,103,102.9986093205236,102.99905793543661
2017-03-14 18:46:00,98,97.99669580587548,97.99770370921422
2017-03-14 18:56:00,92,92.0077741442119,92.00538987489811
2017-03-14 19:06:00,111,110.99023539608035,110.99323183487219
2017-03-14 19:16:00,105,105.00878038177697,105.00608558719144
2017-03-14 19:26:00,108,107.99431346935415,107.99605927274699
2017-03-14 19:36:00,107,107.00065383105844,107.00045199806935
2017-03-14 19:46:00,118,118.00649483857003,118.00450276489087
2017-03-14 19:56:00,118,117.98619868610999,117.99043362536719
2017-03-14 20:06:00,79,79.01750479813029,79.01213299206933
2017-03-14 20:16:00,89,88.98427767641829,88.98910208738941
2017-03-14 20:26:00,78,78.01010277719428,78.00700347740609
2017-03-14 20:36:00,83,82.99642395468729,82.99752021617738
2017-03-14 20:46:00,95,94.9979180619059,94.99855770138664
2017-03-14 20:56:00,106,106.00631425226217,106.00437644725255
2017-03-14 21:06:00,124,123.99116012036122,123.99387229926114
2017-03-14 21:16:00,115,115.00971110897626,115.00673221214798
