Index,Raw_Data,Spline_Fixed_Java,Spline_Auto_Java
0,64.0,62.4702943099113,62.25846290623815
1,65.0,63.5106257112331,64.42156284564774
2,65.0,64.70392768258768,66.60120285338859
3,63.0,66.35210822133685,68.81903302706083
4,64.0,68.78668255219021,71.08117955010519
5,74.0,72.00395507058771,73.33699037420233
6,70.0,75.52156190724834,75.46724720746742
7,87.0,79.05674367464376,77.36256266165044
8,90.0,81.77458478258687,78.86197137239792
9,66.0,83.63449526185124,79.90452079668901
10,86.0,85.4184266548624,80.5437828189792
11,92.0,86.14488097025338,80.6953273933616
12,105.0,84.89051754677007,80.33021873125038
13,81.0,81.31750762528713,79.53265070547124
14,68.0,77.09897069463285,78.63317686652253
15,69.0,73.87627548671843,77.97464345486259
16,66.0,72.38089367174133,77.78996439391281
17,67.0,72.85666938004024,78.2185027993318
18,77.0,74.90935738349862,79.27785254913569
19,91.0,77.5590455235346,80.86999092493184
20,80.0,80.0348859087027,82.87181050040704
21,72.0,82.91012609808743,85.26067795843252
22,86.0,86.7545250600158,87.98472020992651
23,92.0,91.0468291505698,90.85933180309961
24,103.0,95.19033221540826,93.68125891983675
25,98.0,98.68364517954018,96.26055915386263
26,92.0,101.8063457406124,98.5030727326602
27,111.0,104.76964707320388,100.33426897212634
28,105.0,106.80412777422733,101.61617757040466
29,108.0,107.7634017317405,102.31948938892826
30,107.0,107.32067005716877,102.44982839580656
31,118.0,105.17279369180108,102.07025132493148
32,118.0,100.98456657610687,101.28936462048289
33,79.0,95.70350328749637,100.37528606276898
34,89.0,91.97866175231914,99.76327809666705
35,78.0,90.7887495743098,99.67300260706641
36,83.0,92.81460818690442,100.21534917834204
37,95.0,97.45820406920778,101.28314747952287
38,106.0,103.14004288249356,102.59641412671685
39,124.0,108.03480987959153,103.81269681194773
40,115.0,110.60318602130397,104.62486041922841
41,114.0,110.90237127480923,104.93008149458704
42,105.0,109.42924699815889,104.73140920918443
43,113.0,106.99045741426232,104.12461679560808
44,104.0,103.94972203858575,103.20951714509765
45,90.0,101.27171463822745,102.17602860282021
46,85.0,99.92613677070939,101.22235360173431
47,116.0,99.75551852561475,100.42400937487173
48,111.0,99.1097763131344,99.69247497971423
49,83.0,97.96327469037978,99.09409363850409
50,101.0,97.47940058428082,98.80663694018631
51,94.0,97.3252134552359,98.84355407843799
52,101.0,97.51983270874922,99.23754976261708
53,108.0,97.74985640900013,99.96987238432462
54,87.0,98.04989935382693,101.03689762504246
55,97.0,99.47959070478127,102.51348297582072
56,102.0,101.99356969256485,104.33171440385094
57,102.0,105.29851648179367,106.36715414196435
58,104.0,109.10175427210318,108.47145341504157
59,126.0,112.7807546191834,110.45253775805385
60,117.0,115.20281365578666,112.07416468721733
61,112.0,116.55715205709522,113.25764408797322
62,111.0,117.21270913708628,113.97556803588198
63,130.0,117.08270900825578,114.1900572544231
64,114.0,115.45910487317316,113.83579911153112
65,121.0,112.92557903650147,113.00904824979875
66,103.0,109.91990331715085,111.81054004092961
67,99.0,107.68729163008966,110.42420421390838
68,98.0,106.78096755599367,108.9482960865477
69,114.0,106.88542550739437,107.36900526735731
70,111.0,106.80706313349553,105.56499671591685
71,100.0,106.0637355226972,103.48369573183574
72,110.0,104.5925914382218,101.12875102314271
73,112.0,101.72440607829692,98.46974265353117
74,99.0,97.33069548480175,95.565537167763
75,91.0,92.31053508067748,92.61019630057204
76,80.0,87.72993073189947,89.83055088923003
77,78.0,84.52383479155219,87.43454034988568
78,82.0,82.85420653909932,85.52772349882449
79,82.0,82.23062177911315,84.11654747125206
80,90.0,82.07723567101719,83.16724866836479
81,81.0,81.79514120887413,82.61989746779938
82,84.0,81.57770783481918,82.47856212764972
83,78.0,81.53879088639277,82.72697617028359
84,80.0,82.03447493338588,83.3610719119044
85,80.0,83.06696547046903,84.32744639392119
86,88.0,84.43502050885347,85.53853943539724
87,91.0,85.63070151792412,86.8644429594364
88,90.0,86.50256791626221,88.20257427124979
89,85.0,87.43610896572136,89.49573938206865
90,78.0,89.16655712728789,90.70954350855243
91,90.0,92.18553395303717,91.76963150994028
92,89.0,95.86800526842711,92.47915303481386
93,97.0,99.37038348985904,92.62823384262234
94,117.0,101.16228049487808,91.97590655836035
95,117.0,99.4762698030858,90.3277895113872
96,99.0,94.1286968795591,87.74221387080715
97,80.0,86.68828020826578,84.54532716526116
98,70.0,79.21086858839863,81.17483765592759
99,69.0,73.08348280472043,78.02009509847046
100,66.0,68.77205679161902,75.35470560424936
101,64.0,66.33417621219397,73.35782819084078
102,67.0,65.55022105893617,72.11087249763303
103,68.0,65.96715370988464,71.59790657719218
104,66.0,67.27691444136555,71.7490729896305
105,72.0,69.37472815996335,72.45671786241373
106,73.0,72.02812832657453,73.5547604618333
107,67.0,75.26717558232255,74.87280403153538
108,70.0,79.21911773057195,76.2359124094887
109,93.0,83.18448501109863,77.39159305128253
110,87.0,85.54189588607177,78.02649793085693
111,102.0,85.65152031368967,77.98592781282542
112,86.0,83.01933866293324,77.20691937539674
113,71.0,78.78617927321224,75.86900310783096
114,72.0,74.39093662158116,74.24079061673004
115,66.0,70.49388726320413,72.54225028749617
116,68.0,67.51621409708925,70.97078515741542
117,63.0,65.42971130144714,69.65782060073222
118,66.0,64.25455164880857,68.70467649337216
119,66.0,63.76793678327205,68.14565158220127
120,63.0,63.92161318294688,67.98799817879342
121,64.0,64.89053364357794,68.2178370541694
122,66.0,66.75748963595554,68.77186549894017
123,62.0,69.51621925790805,69.54527075563628
124,65.0,73.08471163407629,70.4062795328692
125,84.0,76.62933395383243,71.14801845444019
126,95.0,78.50798223487706,71.50964597768406
127,79.0,77.81561909343114,71.35930534602662
128,78.0,75.29640891898934,70.8003934843446
129,66.0,71.81295419167246,70.01161126621075
130,65.0,68.49821650286198,69.24191028880703
131,63.0,65.90386203076096,68.69734446159173
132,65.0,64.23173531146628,68.53847920871375
133,67.0,63.39329468755232,68.8657453489646
134,64.0,63.37682498048862,69.7413900296756
135,64.0,64.53128155267444,71.20680697688363
136,61.0,67.26793727707263,73.24433331863779
137,61.0,71.94493687839251,75.76342588639751
138,78.0,78.29363135873952,78.55101810843735
139,86.0,84.95087803546637,81.24717564920633
140,94.0,90.52417109118608,83.48879764812439
141,104.0,93.72591690432999,84.96362875748143
142,110.0,93.6161047420533,85.4686209607275
143,89.0,90.28213217765966,84.9958506961472
144,84.0,85.44978630581157,83.78772840394632
145,69.0,80.71664099816425,82.13046080821233
146,66.0,77.53529148993088,80.31547783445419
147,74.0,76.18666891020563,78.50471063392123
148,77.0,75.7981752325398,76.71792530009557
149,87.0,75.27854553289828,74.93048780514061
150,80.0,73.65669735768758,73.12062389878797
151,69.0,71.13369369429724,71.38705809586544
152,68.0,68.54492778952891,69.89610833018298
153,61.0,66.5124235171492,68.7879171060433
154,62.0,65.6037119698176,68.1808631394074
155,71.0,65.83508188790083,68.11197657695297
