SubjectID,trial,nDots,nDotslocation,taskresp,taskcorr,taskresprt,confresp1,confresprt1,cond,p1resprt,p1resp,plcorr,p2resprt,p2resp,p2corr,p3resprt,p3resp,p3corr,p4resprt,p4resp,p4corr,p5resprt,p5resp,p5corr,confresp2,confresprt2,conf21,Partner_Accuracy_mean,Partner_Agreement_Ratio,Partner_RT_mean,Partner_Std_RT,SamePartnerRTMean,SamePartnerRTStd,DiffPartnerRTMean,DiffPartnerRTStd,a,v,t,V40,V41,V42,V43
202211040028,1,55,2,2,1,1.56125140000222,5,1.61422010000388,4,.709,2,1,.842,2,1,.573,2,1,.724,1,0,.746,2,1,6,1.07327709999663,1,.75,.8,.7188,.096564486225527,.7175,.111452531001618,.724,0,1.3,.8,.5, , , , 
202211040028,2,54,1,1,1,.755496400000993,5,1.39750720000302,5,.539,1,1,1.973,2,0,1.268,1,1,1.237,1,1,2.495,1,1,6,1.05121469999722,1,.75,.8,1.5024,.751704596234452,1.38475,.813102853272573,1.973,0,2.6,.4,.1, , , , 
202211040028,3,53,2,1,0,1.11936200000491,5,1.22629720000259,3,1.004,2,1,.558,2,1,.348,2,1,.161,2,1,.38,2,1,4,.962260399996012,-1,1,0,.4902,.319892481937291, , ,.4902,.319892481937291,1.3,.8,.1, , , , 
202211040028,4,54,1,1,1,1.31114309999975,4,2.45340570000553,5,.729,1,1,1.828,1,1,3.046,2,0,1.226,1,1,4.81,1,1,6,1.17780710000079,2,.75,.8,2.3278,1.63531746153461,2.14825,1.83050892285907,3.046,0,2.6,.4,.1, , , , 
202211040028,5,54,2,1,0,.752005299997109,6,.976000100003148,7,.896,2,1,.594,2,1,.331,2,1,2.89,2,1,.513,2,1,5,.529374600002484,-1,1,0,1.0448,1.05148071784508, , ,1.0448,1.05148071784508,2.6,.8,.1, , , , 
202211040028,6,55,2,1,0,1.33202419999725,6,1.22015850000025,4,1.024,2,1,.829,1,0,.953,1,0,.757,2,1,.939,2,1,6,.777631500001007,0,.5,.4,.9004,.106295813652279,.891,.0876812408671319,.906666666666667,.136405034120202,1.3,.8,.5, , , , 
202211040028,7,56,2,2,1,1.00618340000074,6,.906505499995546,5,1.75,2,1,3.014,2,1,.699,2,1,2.356,2,1,2.487,2,1,6,.560386700002709,0,1,1,2.0612,.884374750883357,2.0612,.884374750883357, , ,2.6,.4,.1, , , , 
202211040028,8,56,1,1,1,.632411400001729,6,1.41201400000136,6,1.018,1,1,.709,1,1,1.326,1,1,1.067,2,0,1.869,1,1,6,.876238799995917,0,.75,.8,1.1978,.434541942739708,1.2305,.494611295193846,1.067,0,2.6,.4,.5, , , , 
202211040028,9,55,2,2,1,.943815699996776,4,1.3141203999985,4,.771,2,1,.601,2,1,.875,2,1,1.406,1,0,.92,1,0,5,.600881300000765,1,.5,.6,.9146,.30084763585576,.749,.138318473097414,1.163,.343653895656662,1.3,.8,.5, , , , 
202211040028,10,54,2,2,1,1.41810559999431,5,1.93211169999995,7,1.585,1,0,1.801,2,1,1.06,2,1,.914,2,1,.625,2,1,6,.947921699997096,1,1,.8,1.197,.485129364190625,1.1,.501072848995034,1.585,0,2.6,.8,.1, , , , 
202211040028,11,53,1,2,0,1.82551889999741,4,.81988039999851,3,.267,1,1,.474,2,0,.806,1,1,.497,1,1,.227,1,1,2,1.01238510000258,-2,.75,.2,.4542,.230570379710838,.474,0,.44925,.265932792261504,1.3,.8,.1, , , , 
202211040028,12,54,1,1,1,1.02638980000484,4,1.80487379999977,3,.705,2,0,.53,2,0,.25,1,1,.337,1,1,.661,1,1,6,.866781299999275,2,.75,.6,.4966,.198656235744061,.416,.216589473428419,.6175,.123743686707646,1.3,.8,.1, , , , 
202211040028,13,54,1,1,1,1.4314693999986,6,.730429600000207,4,.728,1,1,1.352,1,1,1.424,1,1,.604,2,0,.868,2,0,5,1.48617210000521,-1,.5,.6,.9952,.371412439210105,1.168,.382747958844982,.736,.186676190233249,1.3,.8,.5, , , , 
202211040028,14,53,2,2,1,1.75914719999855,2,1.53175199999532,8,2.584,2,1,1.089,2,1,2.394,2,1,2.702,2,1,1.41,2,1,6,1.28241500000149,4,1,1,2.0358,.734967482273876,2.0358,.734967482273876, , ,2.6,.8,.5, , , , 
202211040028,15,52,1,1,1,1.07070640000165,6,2.48913509999693,4,.588,2,0,.68,1,1,.76,1,1,1.808,2,0,1.058,2,0,6,.98570330000075,0,.5,.4,.9788,.495914508761339,.72,.0565685424949238,1.15133333333333,.615331888766813,1.3,.8,.5, , , , 
202211040028,16,51,1,1,1,.610947699999087,5,5.07352510000055,5,1.339,1,1,1.899,1,1,1.561,1,1,1.839,1,1,4.147,1,1,6,.838118700004998,1,1,1,2.157,1.13491497478886,2.157,1.13491497478886, , ,2.6,.4,.1, , , , 
202211040028,17,51,1,2,0,.782983899996907,6,.900223900003766,6,2.005,1,1,1.996,1,1,1.815,1,1,1.193,1,1,2.301,1,1,5,1.01852980000695,-1,1,0,1.862,.412582113039332, , ,1.862,.412582113039332,2.6,.4,.5, , , , 
