26-01-09/22:22:22,-1,1:M51             ,2:定时数据输出时间,3:下次 22:37:19   ,4:剩余次数 9999   ,CH1 U,0,D,0.1,Q,0.2,FLOW:,0.3,m3/h,VEL:,0.4,m/s ,Total NET:,224286.114, m3,ESN:,81002222
26-01-09/22:30:19,----------------,1:M51             ,2:定时数据输出时间,3:下次 22:30:00   ,4:剩余次数 9999   ,CH1 U,84.4,D,84.3,Q,94,FLOW:,1.125,m3/h,VEL:,0.712,m/s ,Total NET:,224286.127, m3,ESN:,81002222.0
26-01-09/22:45:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=844,843 Q=95 ",4:                ,CH1 U,84.4,D,84.3,Q,95,FLOW:,1.116,m3/h,VEL:,0.706,m/s ,Total NET:,224286.397, m3,ESN:,81002222.0
26-01-09/23:00:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=843,842 Q=91 ",4:                ,CH1 U,84.3,D,84.2,Q,91,FLOW:,1.102,m3/h,VEL:,0.697,m/s ,Total NET:,224286.673, m3,ESN:,81002222.0
26-01-09/23:15:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=842,841 Q=93 ",4:                ,CH1 U,84.2,D,84.1,Q,93,FLOW:,1.027,m3/h,VEL:,0.65,m/s ,Total NET:,224286.941, m3,ESN:,81002222.0
26-01-09/23:30:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=842,841 Q=99 ",4:                ,CH1 U,84.2,D,84.1,Q,99,FLOW:,0.855,m3/h,VEL:,0.54,m/s ,Total NET:,224287.177, m3,ESN:,81002222.0
26-01-09/23:45:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=842,841 Q=97 ",4:                ,CH1 U,84.2,D,84.1,Q,97,FLOW:,0.911,m3/h,VEL:,0.576,m/s ,Total NET:,224287.402, m3,ESN:,81002222.0
26-01-10/00:00:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=842,841 Q=99 ",4:                ,CH1 U,84.2,D,84.1,Q,99,FLOW:,0.896,m3/h,VEL:,0.567,m/s ,Total NET:,224287.623, m3,ESN:,81002222.0
26-01-10/00:15:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=842,842 Q=94 ",4:                ,CH1 U,84.2,D,84.2,Q,94,FLOW:,1.126,m3/h,VEL:,0.712,m/s ,Total NET:,224287.89, m3,ESN:,81002222.0
26-01-10/00:30:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=843,842 Q=94 ",4:                ,CH1 U,84.3,D,84.2,Q,94,FLOW:,1.143,m3/h,VEL:,0.723,m/s ,Total NET:,224288.173, m3,ESN:,81002222.0
26-01-10/00:45:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=843,843 Q=96 ",4:                ,CH1 U,84.3,D,84.3,Q,96,FLOW:,1.108,m3/h,VEL:,0.701,m/s ,Total NET:,224288.457, m3,ESN:,81002222.0
26-01-11/22:10:23,----------------,1:M51             ,2:定时数据输出时间,3:下次 22:10:00   ,4:剩余次数 9999   ,CH1 U,83.0,D,82.9,Q,87,FLOW:,0.215,m3/h,VEL:,0.136,m/s ,Total NET:,224288.737, m3,ESN:,81002222.0
26-01-11/22:25:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=834,833 Q=84 ",4:                ,CH1 U,83.4,D,83.3,Q,84,FLOW:,0.372,m3/h,VEL:,0.235,m/s ,Total NET:,224288.824, m3,ESN:,81002222.0
26-01-11/22:40:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=835,834 Q=84 ",4:                ,CH1 U,83.5,D,83.4,Q,84,FLOW:,0.279,m3/h,VEL:,0.176,m/s ,Total NET:,224288.902, m3,ESN:,81002222.0
26-01-11/22:55:00,----------------,1:M90             ,2:信号强度和质量  ,"3: S=835,834 Q=85 ",4:                ,CH1 U,83.5,D,83.4,Q,85,FLOW:,0.312,m3/h,VEL:,0.197,m/s ,Total NET:,224288.972, m3,ESN:,81002222.0
