Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter
2016-01-29,106.94999694824219,107.0,106.26000213623047,106.61000061035156,8098700,106.94999694824219,,,,,,2016,1,4,1
2016-02-01,108.05000305175781,108.1500015258789,107.52999877929688,107.54000091552734,10471800,108.05000305175781,1.028523735300313,,,,,2016,2,0,1
2016-02-02,108.08999633789062,108.18000030517578,107.3499984741211,107.91999816894531,6656000,108.08999633789062,0.03701368348287826,,,,,2016,2,1,1
2016-02-03,109.25,109.58000183105469,107.9000015258789,107.91000366210938,15785200,109.25,1.0731831819877025,,,,,2016,2,2,1
2016-02-04,110.56999969482422,110.69999694824219,109.91999816894531,110.44999694824219,13213700,110.56999969482422,1.2082377069329242,,,,,2016,2,3,1
2016-02-05,112.31999969482422,112.3499984741211,109.58000183105469,109.79000091552734,14777300,112.31999969482422,1.5827077912906162,,,,,2016,2,4,1
2016-02-08,113.83000183105469,114.87000274658203,113.38999938964844,113.66999816894531,28341200,113.83000183105469,1.3443751249405,,,,,2016,2,0,1
2016-02-09,113.58000183105469,114.69000244140625,113.55000305175781,114.43000030517578,18156700,113.58000183105469,-0.2196257541759894,,,,,2016,2,1,1
2016-02-10,114.45999908447266,114.5199966430664,112.9800033569336,113.91999816894531,13311100,114.45999908447266,0.7747818623272451,,,,,2016,2,2,1
2016-02-11,119.05999755859375,120.83999633789062,117.7699966430664,118.58999633789062,49139000,119.05999755859375,4.01886992042193,,,,,2016,2,3,1
2016-02-12,118.36000061035156,118.73999786376953,117.87999725341797,118.12000274658203,16981200,118.36000061035156,-0.5879363032051943,,,,,2016,2,4,1
2016-02-16,114.7699966430664,116.30999755859375,114.73999786376953,116.0,14601700,114.7699966430664,-3.0331226332987904,,,,,2016,2,1,1
2016-02-17,115.4800033569336,116.06999969482422,114.88999938964844,115.47000122070312,10582400,115.4800033569336,0.618634429410414,,,,,2016,2,2,1
2016-02-18,118.29000091552734,118.5999984741211,115.29000091552734,115.30000305175781,13586500,118.29000091552734,2.433319602449635,,,,,2016,2,3,1
2016-02-19,117.58000183105469,117.97000122070312,117.0999984741211,117.26000213623047,15192000,117.58000183105469,-0.6002190201855551,,,,,2016,2,4,1
2016-02-22,115.48999786376953,116.19000244140625,115.41000366210938,115.44000244140625,10677800,115.48999786376953,-1.777516528948675,,,,,2016,2,0,1
2016-02-23,117.22000122070312,117.41999816894531,116.5199966430664,116.68000030517578,9033400,117.22000122070312,1.4979681261872324,,,,,2016,2,1,1
